,Tweet,Original,Datetime,Username,Likes,Retweets,View,Hashtags,Sentiments
13,Protecting the environment: Kriko supervises an afforestation campaign in Paynam Forest in the capital   ,"حماية #البيئة: #كريكو تشرف على حملة تشجير بغابة باينام بالعاصمة

https://t.co/38ozWLXLGP https://t.co/cXKuOwNaoZ",2022-12-31 16:24:51+00:00,APS_Algerie,6,1,752.0,"['البيئة', 'كريكو']",Neutral
14,Handball/Algerian Cup 2021-2022: MC Algiers crowned its 30th cup   ,"#كرة_اليد/كأس الجزائر2021- 2022 : مولودية الجزائر تتوج بكأسها ال 30

https://t.co/wOwI06Lfgd https://t.co/RBWf3BobK2",2022-12-31 15:06:14+00:00,APS_Algerie,14,0,1418.0,['كرة_اليد'],Neutral
15,2022: Algeria consolidates its presence in international organizations   ,"2022: l'#Algérie consolide sa présence au sein des organisations internationales

https://t.co/7J1elu9yCg https://t.co/Jb472fXxXs",2022-12-31 15:00:38+00:00,APS_Algerie,17,2,1697.0,['Algérie'],Neutral
16,UN calls on ICJ to examine Zionist occupation   ,"L'#ONU demande à la CIJ d'examiner l'occupation sioniste

https://t.co/dhCMBkmuxO https://t.co/Fxrer9EHQq",2022-12-31 14:59:36+00:00,APS_Algerie,11,1,1376.0,['ONU'],Neutral
17,Algeria will strengthen its pioneering presence in 2022 in international and regional organizations and continental bodies   ,"#الجزائر تعزز في 2022 حضورها الرائد في المنظمات الدولية والإقليمية والهيئات القارية

https://t.co/6K379YTGK9 https://t.co/65DGRMctl4",2022-12-31 14:55:53+00:00,APS_Algerie,21,0,1654.0,['الجزائر'],Positive
18,Hand / Cup of Algeria: MC Alger wins a 30th trophy   ,"#Hand/Coupe d'#Algérie: le MC Alger décroche un 30e trophée

https://t.co/i3BKagHkfX https://t.co/vOC5WOIGlm",2022-12-31 14:54:01+00:00,APS_Algerie,5,0,1370.0,"['Hand', 'Algérie']",Neutral
19,A Palestinian welcomes the decision to request the opinion of the International Court of Justice regarding the legal consequences of the Zionist occupation   ,"ترحيب فلسطيني بقرار طلب رأي #محكمة_العدل_الدولية بشأن التبعات القانونية للاحتلال الصهيوني

https://t.co/2Hn2hVXOkr https://t.co/KK3z41e73g",2022-12-31 14:45:14+00:00,APS_Algerie,12,1,1391.0,['محكمة_العدل_الدولية'],Neutral
20,2022: a steady pace in the consolidation of the State's social_policy   ,"2022: un rythme soutenu dans la consolidation de la #politique_sociale de l'Etat 
📎https://t.co/fhsFt9Ed9F https://t.co/YVqX1nrLib",2022-12-30 18:31:02+00:00,APS_Algerie,11,1,2343.0,['politique_sociale'],Neutral
21,2022: An accelerated pace in the field of strengthening the state's social policy    ,"2022 : وتيرة متسارعة في مجال تعزيز #السياسة_الاجتماعية للدولة 
📎https://t.co/wJtUoup3ko https://t.co/LQPqYihbww",2022-12-30 18:29:54+00:00,APS_Algerie,11,0,1490.0,['السياسة_الاجتماعية'],Neutral
22,Economic_cooperation: intense activity in 2022 crowned by major agreements   ,"#Coopération_économique : intense activité en 2022 couronnée par d'importants accords 
📎https://t.co/KcfL63XL05 https://t.co/ug1rDoo1l7",2022-12-30 17:56:20+00:00,APS_Algerie,17,0,2055.0,['Coopération_économique'],Neutral
23,"Morocco: 2022, the year of popular disavowal of the Makhzen   ","#Maroc : 2022, l’année du désaveu populaire du Makhzen
📎https://t.co/06lmYXBZTf https://t.co/tpFwWXVwm7",2022-12-30 17:55:05+00:00,APS_Algerie,26,5,4167.0,['Maroc'],Neutral
24,Boughali   takes part in the investiture ceremony of the new Brazilian president     ,"#Boughali 🇩🇿 prend part à la cérémonie d'investiture du nouveau président brésilien 🇧🇷 
📎https://t.co/jOeKQhuEzr https://t.co/Ww6aDIIJfm",2022-12-30 17:53:32+00:00,APS_Algerie,28,1,1685.0,['Boughali'],Neutral
25,Economic cooperation: Intensive activity during 2022 culminated in important agreements    ,"تعاون اقتصادي : نشاط مكثف خلال 2022 تُوج باتفاقيات مهمة
📎https://t.co/j6p2hB7gE0 https://t.co/PZqcq109sb",2022-12-30 17:31:25+00:00,APS_Algerie,27,3,2192.0,,Positive
26,Death of Pel : President_Tebboune   sends a message of condolences to the Brazilian President     ,"Décès de #Pelé : le #Président_Tebboune 🇩🇿 adresse un message de #condoléances au président brésilien 🇧🇷
📎https://t.co/oWf9RuL6eF https://t.co/NF643VeyJT",2022-12-30 17:08:34+00:00,APS_Algerie,19,2,1812.0,"['Pelé', 'Président_Tebboune', 'condoléances']",Neutral
27,Morocco: The warehouse prevents popular protests refusing to continue normalization with the occupying Zionist entity   ,"#المغرب : المخزن يمنع احتجاجات شعبية رافضة للإمعان في التطبيع مع الكيان الصهيوني المحتل
📎https://t.co/kmmQf5plrP",2022-12-30 17:05:30+00:00,APS_Algerie,23,1,3308.0,['المغرب'],Negative
28,Timimoun: promising development assets for the expected economic take-off   ,"#Timimoun : des atouts de #développement prometteurs pour le décollage économique escompté 
📎https://t.co/0Zgpk6dy1o https://t.co/8NyEpJMHIR",2022-12-30 16:41:42+00:00,APS_Algerie,15,1,1591.0,"['Timimoun', 'développement']",Positive
29,Mr. Bogali   participates in the inauguration ceremony of the new Brazilian President      ,"السيد #بوغالي 🇩🇿 يشارك في مراسم تنصيب الرئيس البرازيلي الجديد 🇧🇷 
📎https://t.co/vpWweEq0EJ https://t.co/cCuQ3yBCFE",2022-12-30 16:39:34+00:00,APS_Algerie,22,3,1567.0,['بوغالي'],Neutral
30,The year 2022 established the Sahrawi_Republic   and exposed the crimes of the Moroccan occupation    ,"سنة 2022 رسخت #الجمهورية_الصحراوية 🇪🇭 وفضحت جرائم الاحتلال المغربي 
📎https://t.co/eVte1Y4vlL https://t.co/mIMBsrolFn",2022-12-30 16:23:00+00:00,APS_Algerie,28,3,2703.0,['الجمهورية_الصحراوية'],Neutral
31,President _ Tebboune   sends a message of condolences to the Brazilian President   following the death of the legend football Pele    ,"#الرئيس_تبون 🇩🇿 يبعث برسالة #تعزية إلى الرئيس البرازيلي 🇧🇷 اثر وفاة أسطورة #كرة_القدم #بيليه 
📎https://t.co/hnXrnrEpms https://t.co/5C8L2DMiSP",2022-12-30 16:01:44+00:00,APS_Algerie,24,1,2136.0,"['الرئيس_تبون', 'تعزية', 'كرة_القدم', 'بيليه']",Neutral
32,President _ Tebboune to Le Figaro newspaper: Algeria   is an African power    ,"#الرئيس_تبون لجريدة #لوفيغارو : #الجزائر 🇩🇿 قوة افريقية 
📎https://t.co/VCuWcQ7ULl https://t.co/QuL5d2dOjz",2022-12-30 15:18:45+00:00,APS_Algerie,39,3,3137.0,"['الرئيس_تبون', 'لوفيغارو', 'الجزائر']",Neutral
33,Algeria   China  : conference on practice and innovation in urban governance   ,"#Algérie 🇩🇿 #Chine 🇨🇳: conférence sur la pratique et l'innovation dans la #gouvernance urbaine 
🔗https://t.co/9RIdMkO7DR https://t.co/hgB8dvM0zZ",2022-12-30 13:24:40+00:00,APS_Algerie,10,3,1551.0,"['Algérie', 'Chine', 'gouvernance']",Neutral
34,"President_Tebboune at Figaro: ""Algeria is an African power""   ","Le #Président_Tebboune au #Figaro: ""L'#Algérie est une puissance africaine"" 
🔗https://t.co/bfrqDCO7x8 https://t.co/iWc6gBGruo",2022-12-30 13:19:36+00:00,APS_Algerie,77,4,6600.0,"['Président_Tebboune', 'Figaro', 'Algérie']",Neutral
35,Exhibition of 21 paintings at the Salon des arts_plastiques in Djelfa   ,"Exposition de 21 toiles au Salon des #arts_plastiques de #Djelfa 
🔗https://t.co/VqXRmidGrz https://t.co/jHqu8ikMYV",2022-12-30 11:47:29+00:00,APS_Algerie,6,0,1538.0,"['arts_plastiques', 'Djelfa']",Neutral
36,The Professional Theater Festival  : A wide public turnout for various performances and street theatre    ,"مهرجان #المسرح_المحترف 🎭: إقبال جماهيري واسع على مختلف العروض و مسرح الشارع 
🔗https://t.co/XwlBc6weyf https://t.co/Ghri8uBj4Z",2022-12-30 11:44:40+00:00,APS_Algerie,8,1,1326.0,['المسرح_المحترف'],Positive
37,Algeria   China  : The third symposium of bilateral dialogue on the topic of practice and innovation in urban governance    ,"#الجزائر 🇩🇿 #الصين 🇨🇳: انعقاد الندوة الثالثة للحوار الثنائي حول موضوع الممارسة والابتكار في #الحوكمة الحضرية 
🔗https://t.co/zxt9ialIKv https://t.co/gAg1Hu2p0F",2022-12-30 11:40:53+00:00,APS_Algerie,34,0,2019.0,"['الجزائر', 'الصين', 'الحوكمة']",Neutral
38,Africa_Local_Championship 2022:  Everyone is recruited to make this event a success     ,"#بطولة_إفريقيا_للمحليين2022 : ""الجميع مجند لإنجاح هذا الحدث"" 
🔗https://t.co/DVUzptXIcm https://t.co/xGxgU3V9JK",2022-12-30 10:24:17+00:00,APS_Algerie,13,0,1588.0,['بطولة_إفريقيا_للمحليين2022'],Positive
39,The launch of the activities of the ninth edition of the National Cultural Festival of Malhoun_Poetry in Mostaganem    ,"انطلاق فعاليات الطبعة التاسعة للمهرجان الثقافي الوطني ل #الشعر_الملحون بمستغانم 
🔗https://t.co/ssSyHmiAnt https://t.co/5UMicOdp5t",2022-12-30 10:21:16+00:00,APS_Algerie,5,0,1240.0,['الشعر_الملحون'],Neutral
40,"The National Sessions for Publishing, Books, and Reading: Recommendations to Promote Publishing, the Book Industry, and Public Reading    ","الجلسات الوطنية ل  #النشر و #الكتاب و #المطالعة: توصيات لترقية #النشر و #صناعة_الكتاب و #المطالعة_العمومية 
🔗https://t.co/x3VhAFP7iO https://t.co/6yRft8Ya8p",2022-12-30 10:19:14+00:00,APS_Algerie,5,0,1122.0,"['النشر', 'الكتاب', 'المطالعة', 'النشر', 'صناعة_الكتاب', 'المطالعة_العمومية']",Neutral
41,Timimon: Promising developmental elements that allow achieving the desired economic take-off    ,"#تيميمون: مقومات تنموية واعدة تسمح بتحقيق #الإقلاع_الاقتصادي المنشود 
🔗https://t.co/aVehui2d2N https://t.co/0Toq2pN38O",2022-12-30 10:16:37+00:00,APS_Algerie,16,1,1281.0,"['تيميمون', 'الإقلاع_الاقتصادي']",Positive
42,Public banks: Kasali directs instructions to accelerate the digitization of the banking system and the dissemination of Islamic banking    ,"#بنوك_عمومية: #كسالي يوجه تعليمات للاسراع برقمنة #النظام_المصرفي ونشر #الصيرفة_الإسلامية 
🔗https://t.co/Hz4O1zBhWo https://t.co/azrq0Km0ZX",2022-12-30 09:44:23+00:00,APS_Algerie,37,1,2556.0,"['بنوك_عمومية', 'كسالي', 'النظام_المصرفي', 'الصيرفة_الإسلامية']",Neutral
43,Digitization of banking services: Kanab_Bank and Algeria Post sign a framework agreement    ,"#رقمنة الخدمات البنكية: #كناب_بنك و #بريد_الجزائر يوقعان اتفاقية اطار 
🔗https://t.co/SRg2mHFmbT https://t.co/kHYDayVhLL",2022-12-30 09:38:12+00:00,APS_Algerie,17,2,1498.0,"['رقمنة', 'كناب_بنك', 'بريد_الجزائر']",Neutral
44,Public_Banques: Kassali orders the acceleration of digitalization and the deployment of Islamic_Finance   ,"#Banques_publiques : #Kassali ordonne l'accélération de la digitalisation et le déploiement de la #Finance_islamique 
🔗https://t.co/QyWSKS9hpz https://t.co/ymdVYFPm6R",2022-12-30 09:36:06+00:00,APS_Algerie,18,2,1750.0,"['Banques_publiques', 'Kassali', 'Finance_islamique']",Neutral
45,"Foot   CHAN2022: ""Everyone is mobilized at the highest level to make the organization a success""   ","#Foot ⚽ #CHAN2022: ""Tout le monde est mobilisé au plus haut niveau pour réussir l'organisation"" 
🔗https://t.co/m2nJvyTOuA https://t.co/9XbpW61hc7",2022-12-29 20:02:28+00:00,APS_Algerie,9,0,2135.0,"['Foot', 'CHAN2022']",Positive
46,ElOued: new projects for the rehabilitation of the sanitation system   ,"#ElOued: nouveaux projets pour la réhabilitation du système d’#assainissement 
🔗https://t.co/Sb622DJeTb https://t.co/cjYDuy2iYZ",2022-12-29 19:19:29+00:00,APS_Algerie,7,0,1278.0,"['ElOued', 'assainissement']",Neutral
47,N ama: opening of the 14th edition of the National Festival of music and dance_diwan   ,"#Nâama: ouverture de la 14e édition du Festival national de #musique et de #danse_diwan 
🔗https://t.co/oDCuk3r1hd https://t.co/J6mEYzpeH7",2022-12-29 18:49:29+00:00,APS_Algerie,15,3,1554.0,"['Nâama', 'musique', 'danse_diwan']",Neutral
48,The 2023 finance_law published in the Journal_officiel   ,"La #loi_de_finances 2023 publiée au #Journal_officiel 
🔗https://t.co/GWtPPD0W6G https://t.co/QPxuePT1t5",2022-12-29 18:46:50+00:00,APS_Algerie,14,1,1622.0,"['loi_de_finances', 'Journal_officiel']",Neutral
49,Issuance of the Finance Law for the year 2023 in the Official Gazette    ,"صدور #قانون_المالية لسنة 2023 في #الجريدة_الرسمية 
🔗https://t.co/DyHSBqknPM https://t.co/EzMjsNHeQh",2022-12-29 18:38:56+00:00,APS_Algerie,27,3,2291.0,"['قانون_المالية', 'الجريدة_الرسمية']",Neutral
50,Algeria2022  : Algeria is ready to organize a level course    ,"#شان_الجزائر2022 ⚽: #الجزائر جاهزة  لتنظيم دورة في المستوى 
🔗https://t.co/PovmlpIoOm https://t.co/ikJ4GqXRC5",2022-12-29 18:36:55+00:00,APS_Algerie,12,0,1256.0,"['شان_الجزائر2022', 'الجزائر']",Neutral
51,Ostrich: Opening of the 14th edition of the National Festival of Music and Diwan_Dance    ,"#النعامة: افتتاح الطبعة ال 14 للمهرجان الوطني لل #موسيقى و #رقص_الديوان 
🔗https://t.co/MkslMNNxI9 https://t.co/LGeCRvQ1gS",2022-12-29 18:34:48+00:00,APS_Algerie,6,0,1098.0,"['النعامة', 'موسيقى', 'رقص_الديوان']",Neutral
52,Wadi: New projects to re-consider the cleansing system in the region    ,"#الوادي: مشاريع جديدة لإعادة الإعتبار لنظام #التطهير بالمنطقة 
🔗https://t.co/wbOA4Rx3qC https://t.co/fzrdcho0Y3",2022-12-29 18:32:28+00:00,APS_Algerie,16,3,1327.0,"['الوادي', 'التطهير']",Neutral
53,Morocco: The death of 6 African _ immigrants and the speedy burial of the bodies   ,"#المغرب : وفاة 6 #مهاجرين_أفارقة و الاسراع في دفن الجثث 
🔗https://t.co/IUqkn8v8JR",2022-12-29 18:20:58+00:00,APS_Algerie,3,1,1286.0,"['المغرب', 'مهاجرين_أفارقة']",Neutral
54,Education_nationale: closing of the work of the meeting on the preparation of the evaluation exam at the end of the cycle_primaire   ,"#Education_nationale : clôture des travaux de la rencontre sur la préparation de l'examen d'évaluation de fin du #cycle_primaire 
🔗https://t.co/1X0OoEhtGP https://t.co/yms9tNxQZK",2022-12-29 18:18:12+00:00,APS_Algerie,3,1,976.0,"['Education_nationale', 'cycle_primaire']",Neutral
55,Khenchela: the importance of institutional_communication to convey the correct information to the citizen underlined   ,"#Khenchela: l’importance de la #communication_institutionnelle pour acheminer l’#information correcte au #citoyen soulignée 
🔗https://t.co/fd84rzmMoj https://t.co/bHGjMDqOFb",2022-12-29 18:16:17+00:00,APS_Algerie,6,2,1300.0,"['Khenchela', 'communication_institutionnelle', 'information', 'citoyen']",Neutral
56, Shane  2022: The tournament mascot  Captain  revealed ,▶️#شان⚽ 2022: الكشف عن ''قبطان'' تميمة البطولة https://t.co/ekB6svHyGj,2022-12-29 18:10:13+00:00,APS_Algerie,6,0,1102.0,['شان'],Neutral
57,Timimoun: Priority to projects related to the living environment of citizens in the news_wilayas   ,"#Timimoun: Priorité aux projets en rapport avec le cadre de vie des #citoyens dans les #nouvelles_wilayas 
🔗https://t.co/cpleQAINVO https://t.co/7eDyc4j2SU",2022-12-29 17:56:04+00:00,APS_Algerie,4,1,1077.0,"['Timimoun', 'citoyens', 'nouvelles_wilayas']",Neutral
58,Air_transport: new line Jijel Marseille from next March   ,"#Transport_aérien: nouvelle ligne #Jijel #Marseille à partir de mars prochain 
🔗https://t.co/GsKhQraaho https://t.co/v17uIumhtJ",2022-12-29 17:54:31+00:00,APS_Algerie,10,2,1272.0,"['Transport_aérien', 'Jijel', 'Marseille']",Neutral
59,Industry: a national strategy for the development of textile_industry in Algeria   ,"#Industrie: une stratégie nationale pour le développement de l'#industrie_du_textile en #Algérie 
🔗https://t.co/9tiYz0jTFh https://t.co/NKlL13eEJI",2022-12-29 17:52:48+00:00,APS_Algerie,9,2,1264.0,"['Industrie', 'industrie_du_textile', 'Algérie']",Neutral
60,The draft law on public-private partnership soon submitted to the Government   ,"L'avant-projet de loi sur le partenariat public-privé bientôt soumis au #Gouvernement 
🔗https://t.co/a7LkAeH2nR https://t.co/pWMp5NzFPA",2022-12-29 17:51:31+00:00,APS_Algerie,4,1,1037.0,['Gouvernement'],Neutral
61,"Belaabed: integration of 62,000 contract_teachers   ","#Belaabed : intégration de 62.000 #enseignants_contractuels 
🔗https://t.co/Dnrdmw0HKT https://t.co/yjHOp7q74l",2022-12-29 17:42:45+00:00,APS_Algerie,6,0,1249.0,"['Belaabed', 'enseignants_contractuels']",Neutral
62,Traffic accidents: 9 people died and 311 others were injured in urban areas within a week    ,"#حوادث_المرور: وفاة 9 أشخاص وإصابة 311 آخرين بالمناطق الحضرية خلال أسبوع 
🔗https://t.co/vfKsXHg1xC https://t.co/Jp5AKr7di9",2022-12-29 17:38:39+00:00,APS_Algerie,2,0,1006.0,['حوادث_المرور'],Negative
63,  Education: The conclusion of the work of the forum for preparing the exam for evaluating the gains of the primary_education stage ,▶️#تربية: اختتام أشغال ملتقى تحضير امتحان تقييم مكتسبات مرحلة #التعليم_الابتدائي https://t.co/4ewnraGFGl,2022-12-29 17:38:22+00:00,APS_Algerie,8,0,944.0,"['تربية', 'التعليم_الابتدائي']",Neutral
64,Priority for projects related to the life of the citizen in the newly created states in the south    ,"الأولوية للمشاريع ذات الصلة بحياة #المواطن في الولايات المستحدثة ب #الجنوب 
🔗https://t.co/HKbsoqKJp8 https://t.co/RhHqZhg2lG",2022-12-29 17:15:36+00:00,APS_Algerie,8,1,1084.0,"['المواطن', 'الجنوب']",Neutral
65,Air_Transport: The launch of the Jijel Marseille route next March    ,"#نقل_جوي: إطلاق خط #جيجل #مرسيليا في مارس القادم 
🔗https://t.co/5fj5IoTsOa https://t.co/Cye29TzA98",2022-12-29 17:14:09+00:00,APS_Algerie,4,1,1029.0,"['نقل_جوي', 'جيجل', 'مرسيليا']",Neutral
66,Education: The conclusion of the work of the forum for preparing the exam for evaluating the gains of the primary _ education stage    ,"#تربية: اختتام أشغال ملتقى تحضير امتحان تقييم مكتسبات مرحلة #التعليم_الابتدائي 
🔗https://t.co/n8tJ7g047F https://t.co/TJRojqjw6V",2022-12-29 17:12:11+00:00,APS_Algerie,6,0,888.0,"['تربية', 'التعليم_الابتدائي']",Neutral
67,The 22nd session of the Joint Ministerial Committee to search for and rescue aircraft in danger    ,"الدورة الـ 22 للجنة الوزارية المشتركة للبحث عن #الطائرات في خطر وإنقاذها 
🔗https://t.co/n3DBX4HdLh https://t.co/Xy1remGUUW",2022-12-29 17:10:49+00:00,APS_Algerie,8,0,968.0,['الطائرات'],Neutral
68, Belabed: The completion of the merger of 62 thousand contracted professor ,▶️#بلعابد: الانتهاء من عملية إدماج 62 ألف #أستاذ_متعاقد https://t.co/dsg46GisIt,2022-12-29 17:09:50+00:00,APS_Algerie,5,0,887.0,"['بلعابد', 'أستاذ_متعاقد']",Neutral
69,22nd session of the interministerial commission for the search and rescue of aircraft in distress   ,"22e session de la commission interministérielle pour la recherche et le sauvetage des avions en détresse 
🔗https://t.co/RQo6EBG0gj https://t.co/aUzjgm61k7",2022-12-29 16:19:45+00:00,APS_Algerie,20,1,2113.0,,Neutral
70,Baddari begins a series of meetings with Algerian scientific skills abroad   ,"#Baddari entame une série de rencontres avec les compétences scientifiques algériennes à l'#étranger 
🔗https://t.co/nNqCFSEc7l https://t.co/huAb2aPU3z",2022-12-29 16:16:27+00:00,APS_Algerie,10,0,1198.0,"['Baddari', 'étranger']",Neutral
71,Agriculture: launch of the digitization of grain stock management   ,"#Agriculture: lancement de la #numérisation de gestion des stocks de #céréales 
🔗https://t.co/5RSvfNtwwN https://t.co/aZqNBvEFdN",2022-12-29 16:04:52+00:00,APS_Algerie,17,1,2181.0,"['Agriculture', 'numérisation', 'céréales']",Neutral
72,Africa_For_Local_Players_Championship 2022  : The unveiling of the  captain  mascot of the tournament    ,"#بطولة_إفريقيا_للاعبين_المحليين2022 ⚽: الكشف عن ''قبطان'' تميمة البطولة 
🔗https://t.co/fTLoME1XUz https://t.co/Lv1RLu7Jhp",2022-12-29 15:55:33+00:00,APS_Algerie,15,2,1238.0,['بطولة_إفريقيا_للاعبين_المحليين2022'],Neutral
73,"The early care of children_with_specific_needs ""has proven its effectiveness""   ","La prise en charge précoce des #enfants_aux_besoins_spécifiques ""a prouvé son efficacité"" 
🔗https://t.co/frfVsDmPXf https://t.co/ll3p0nWvFe",2022-12-29 15:52:13+00:00,APS_Algerie,11,0,1305.0,['enfants_aux_besoins_spécifiques'],Positive
74,The preliminary draft law on partnership between the public and private sectors will soon be presented to the government    ,"عرض مشروع القانون التمهيدي المتعلق بالشراكة بين القطاعين العام والخاص قريبا على #الحكومة 
🔗https://t.co/UIZHNq77iW https://t.co/wdfLJ74S5B",2022-12-29 15:38:58+00:00,APS_Algerie,13,0,996.0,['الحكومة'],Neutral
75,Mr. Belabed announces the completion of the integration process of 62 thousand contracted _ professors    ,"السيد #بلعابد يعلن عن الانتهاء من عملية إدماج 62 ألف #أستاذ_متعاقد 
🔗https://t.co/4sRbRYbzqh https://t.co/lCiQrKG1hx",2022-12-29 15:37:30+00:00,APS_Algerie,16,0,1172.0,"['بلعابد', 'أستاذ_متعاقد']",Neutral
76,"Early care for children with special needs ""has proven effective"" in integrating them    ","التكفل المبكر بأطفال #ذوي_الاحتياجات_الخاصة ""أثبت نجاعته"" في إدماجهم 
🔗https://t.co/V3qUQVmcmd https://t.co/FsDPnCgUhR",2022-12-29 15:14:40+00:00,APS_Algerie,12,1,1031.0,['ذوي_الاحتياجات_الخاصة'],Positive
77,Timimoun: new administrative structures to improve public_service   ,"#Timimoun: de nouvelles structures administratives pour améliorer le #service_public 
🔗https://t.co/HnRPNdHuTB https://t.co/e5jXIXeHqu",2022-12-29 15:07:11+00:00,APS_Algerie,10,0,1422.0,"['Timimoun', 'service_public']",Neutral
78,"Statistics_system: updating the legal and legislative framework, a priority   ","#Système_statistique: l'actualisation du cadre juridique et législatif, une priorité 
🔗https://t.co/qns7BtVTWt https://t.co/o91ic4TmFK",2022-12-29 15:05:22+00:00,APS_Algerie,12,0,1206.0,['Système_statistique'],Neutral
79,Mus e_du_Moudjahid: inauguration of a gallery dedicated to the late President Houari_Boumediene   ,"#Musée_du_Moudjahid: inauguration d'une galerie consacrée au défunt Président #Houari_Boumediene 
🔗https://t.co/5bzJ2RAXT6 https://t.co/xQu9zviML6",2022-12-29 15:04:14+00:00,APS_Algerie,9,0,1326.0,"['Musée_du_Moudjahid', 'Houari_Boumediene']",Neutral
80,Higher_education: four new higher_schools for the next academic year   ,"#Enseignement_supérieur: quatre nouvelles #écoles_supérieures à la prochaine rentrée universitaire 
🔗https://t.co/pzvJzjBJoG https://t.co/VGqXDNEXWL",2022-12-29 15:02:50+00:00,APS_Algerie,15,1,2798.0,"['Enseignement_supérieur', 'écoles_supérieures']",Neutral
81,North_African_Football_Confederation: Algeria will host two competitions in 2023    ,"#اتحاد_شمال_إفريقيا_لكرة_القدم : #الجزائر تحتضن منافستين في سنة 2023 
🔗https://t.co/jIy0Smvwpb https://t.co/q5K3FvexkR",2022-12-29 15:00:23+00:00,APS_Algerie,17,0,1732.0,"['اتحاد_شمال_إفريقيا_لكرة_القدم', 'الجزائر']",Neutral
