,Tweet,Original,Datetime,Username,Likes,Retweets,View,Hashtags,Sentiments
12,"""Ogg"" surveys to choose the best athletes in 2019. You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019..
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/Q6HYZfM6Gj",2019-12-28 15:07:36+00:00,APS_Algerie,32,2,,,Neutral
13,"""Ogg"" surveys to choose the best athletes in 2019. You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019..
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/jB0KcHMHkt",2019-12-28 15:07:03+00:00,APS_Algerie,10,0,,,Neutral
14,Djerad: we must work together to address socio-economic challenges   ,"#Djerad: nous devons travailler ensemble pour relever les défis socio-économiques 

https://t.co/FI1fTYFjzg https://t.co/0XbhMhzbnN",2019-12-28 13:22:33+00:00,APS_Algerie,40,2,,['Djerad'],Neutral
15,"In his first statement after his appointment .. the Prime Minister, Mr. Abdel Aziz Jarad, declares: ",في أول تصريح له عقب تعيينه ..الوزير الأول السيد عبد العزيز جراد يصرح: https://t.co/fOjofBX2UO,2019-12-28 12:38:44+00:00,APS_Algerie,115,10,,,Neutral
16,Mr. Tebboune appoints Abdelaziz_Djerad Prime Minister   ,"M.#Tebboune nomme #Abdelaziz_Djerad Premier ministre
 https://t.co/vbGmGPWMQW https://t.co/9of59dAXc9",2019-12-28 12:35:25+00:00,APS_Algerie,19,4,,"['Tebboune', 'Abdelaziz_Djerad']",Neutral
17,President Tebboune appoints Abdel Aziz Jarad as Prime Minister   ,"#الرئيس_تبون يعين #عبد_العزيز_جراد وزيرا أول
 https://t.co/Gey4GF3t4r https://t.co/HVGF1BLHlN",2019-12-28 12:25:14+00:00,APS_Algerie,30,4,,"['الرئيس_تبون', 'عبد_العزيز_جراد']",Neutral
18,The family of the late Ahmed Qayed Saleh thanks the Algerian people for their sympathy in this affliction.  ,"عائلة #المرحوم_أحمد_قايد_صالح تشكر #الشعب_الجزائري على مواساته لها في هذا المصاب
https://t.co/5V18uTfgEg https://t.co/CLJ4VRGPRK",2019-12-28 09:19:25+00:00,APS_Algerie,92,7,,"['المرحوم_أحمد_قايد_صالح', 'الشعب_الجزائري']",Neutral
19,Cinema in 2019: The imprint of young directors  ,السينما في 2019: بصمة المخرجين الشباب https://t.co/EPC2MrkNYr https://t.co/8HvlpUefkH,2019-12-27 22:28:02+00:00,APS_Algerie,12,0,,,Neutral
20,Mostaganem in 2019 turns into a pole attracting family tourism and recreation   ,"#مستغانم في سنة 2019 تتحول إلى قطب جذب #سياحة العائلة والاستجمام 

https://t.co/k0H0IfvfK1 https://t.co/S0DqbXyY0H",2019-12-27 21:27:02+00:00,APS_Algerie,69,2,,"['مستغانم', 'سياحة']",Neutral
21,Algerian football deposited the year 2019 with old stadiums and others under construction  ,كرة القدم الجزائرية تودع عام 2019 بملاعب قديمة و أخرى قيد الانجاز  https://t.co/9zUvWGYrnf https://t.co/VTVskBt95f,2019-12-27 19:27:02+00:00,APS_Algerie,35,0,,,Neutral
22,"Transporting an urgent patient ""by air"" by helicopter, in a first national initiative  ","نقل مريض إستعجاليا ""جوا"" عبر مروحية في مبادرة أولى وطنيا https://t.co/KP5NGj2uvZ https://t.co/GnwawrvccM",2019-12-27 18:50:01+00:00,APS_Algerie,48,1,,,Neutral
23,Algeria-China: a long-term development plan to benefit from the new Silk Road  ,الجزائر-الصين: مخطط تنمية على المدى البعيد للاستفادة من طريق الحرير الجديد https://t.co/pM7fATpEoY https://t.co/EDbldo01NM,2019-12-27 18:25:12+00:00,APS_Algerie,157,17,,,Positive
24,"""Ogg"" surveys to choose the best athletes in 2019 You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/q9X1eK68LW",2019-12-27 11:02:04+00:00,APS_Algerie,25,0,,,Neutral
25,"""Ogg"" surveys to choose the best athletes in 2019 You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/0FYADaSOkh",2019-12-27 10:31:00+00:00,APS_Algerie,12,0,,,Neutral
26,"""Ogg"" surveys to choose the best athletes in 2019 You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/4jxDjHN8MM",2019-12-27 10:26:35+00:00,APS_Algerie,7,0,,,Neutral
27,President Tebboune presides over a meeting of the Supreme Security Council   ,"الرئيس #تبون يترأس اجتماعا ل #لمجلس_الأعلى_للأمن

https://t.co/iRZntuIAHb https://t.co/BUnLwMJ5wH",2019-12-26 18:30:01+00:00,APS_Algerie,158,16,,"['تبون', 'لمجلس_الأعلى_للأمن']",Neutral
28,President Tebboune chairs a meeting of the High_council_of_security   ,"Le président #Tebboune préside une réunion du #Haut_conseil_de_sécurité

https://t.co/AmxnUaZVm8 https://t.co/fHtMWXuvM8",2019-12-26 18:27:34+00:00,APS_Algerie,69,9,,"['Tebboune', 'Haut_conseil_de_sécurité']",Neutral
29,"Football: Algeria, best African selection in 2019 ","#Football: l'#Algérie, meilleure sélection africaine en 2019 https://t.co/nCOrbjy0xO",2019-12-26 17:43:07+00:00,APS_Algerie,55,6,,"['Football', 'Algérie']",Positive
30, Presidential_of_December_12: candidates invited to establish their electoral campaign accounts ,#Présidentielle_du_12_décembre : les candidats invités à établir leurs comptes de campagne électorale https://t.co/6MF9xW22rk,2019-12-26 16:17:32+00:00,APS_Algerie,12,2,,['Présidentielle_du_12_décembre'],Neutral
31,"""Ogg"" surveys to choose the best athletes in 2019. You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019..
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/yTAPIUWX3G",2019-12-26 14:45:38+00:00,APS_Algerie,22,2,,,Neutral
32,"""Ogg"" surveys to choose the best athletes in 2019. You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019..
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/nEIy1FY4UK",2019-12-26 14:31:38+00:00,APS_Algerie,13,1,,,Neutral
33,"""Ogg"" surveys to choose the best athletes in 2019. You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019..
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/gpLVBhkPTH",2019-12-26 12:13:46+00:00,APS_Algerie,10,0,,,Neutral
34,"""Ogg"" surveys to choose the best athletes in 2019. You can view the competition categories and the list of proposed names via the following link:  ","سبر آراء ""وأج"" لاختيار أحسن رياضيي عام 2019..
يمكنكم الإطلاع على فئات المسابقة و قائمة الأسماء المقترحة عبر الرابط التالي:
https://t.co/2r8UJdm5vD https://t.co/QOKeaOujAs",2019-12-26 11:37:20+00:00,APS_Algerie,22,2,,,Neutral
35,"President_Tebboune hails the ""overwhelming crowds"" that mourned the Mujahid Qaid_Saleh and is committed to ""keeping the covenant""  ","#الرئيس_تبون ينوه بـ""الحشود العارمة"" التي شيعت المجاهد #قايد_صالح ويلتزم بـ""البقاء على العهد""
https://t.co/yxgb2StbZg https://t.co/eGReV3td0w",2019-12-26 08:32:05+00:00,APS_Algerie,70,4,,"['الرئيس_تبون', 'قايد_صالح']",Neutral
36,"Pictures from the funeral ceremonies for the deceased of the homeland, Lieutenant General Ahmed  Qayed Saleh ",صور من مراسيم تشييع جنازة فقيد الوطن الفريق أحمد #قايد_صالح https://t.co/KAkJgPAUov,2019-12-25 17:23:45+00:00,APS_Algerie,94,6,,['قايد_صالح'],Neutral
37,GaidSalah buried in the Carr  des Martyrs of the El-Alia cemetery,#GaidSalah inhumé au Carré des Martyrs du cimetière El-Alia,2019-12-25 14:26:46+00:00,APS_Algerie,18,3,,['GaidSalah'],Neutral
38,Pictures of the funeral ceremony for the body of the deceased Lieutenant General Ahmed_Qayed_Saleh to his final resting place ,صور مراسم تشييع جثمان الفقيد الفريق #أحمد_قايد_صالح الى مثواه الأخير https://t.co/ugDkx22CvC,2019-12-25 14:24:20+00:00,APS_Algerie,31,1,,['أحمد_قايد_صالح'],Neutral
39,"Huge crowds accompany the body of the deceased, Lieutenant General Ahmed  Qayed Saleh, to his final resting place ",حشود غفيرة ترافق جثمان فقيد الوطن الفريق أحمد #قايد_صالح إلى مثواه الأخير https://t.co/aMifaYR8Zn,2019-12-25 14:22:20+00:00,APS_Algerie,154,23,,['قايد_صالح'],Neutral
40,Lieutenant General Ahmed Qayed Saleh will be buried in the Martyrs' Square in Al-Alia Cemetery Qayed _ Saleh   ,"الفريق أحمد قايد صالح يوارى الثرى بمربع الشهداء بمقبرة العالية 
#قايد_صالح

https://t.co/nXpiUWULeo https://t.co/KV2ai2C6qb",2019-12-25 14:06:22+00:00,APS_Algerie,34,3,,['قايد_صالح'],Neutral
41,Algerians bid farewell to the late Kaid Salah in a solemn atmosphere  Qayed _ Saleh   ,"الجزائريون يودعون الفقيد قايد صالح في جو مهيب 

#قايد_صالح

https://t.co/0l5KE4M7jX https://t.co/9DEPbflpUE",2019-12-25 13:08:34+00:00,APS_Algerie,51,4,,['قايد_صالح'],Neutral
42,"Ministers and senior government officials pay their last respects to the late General of the Army Corps AhmedGa dSalah, who passed away on Monday. ","Des ministres et des hauts responsables de l’État rendent un dernier hommage au défunt général de Corps d'Armée
#AhmedGaïdSalah, décédé lundi. https://t.co/RT9X1Q1hTW",2019-12-25 12:08:19+00:00,APS_Algerie,35,2,,['AhmedGaïdSalah'],Neutral
43,Pictures of the President of the Republic Abdul_Majid_Tebboune offering condolences to the family of the deceased Lieutenant General Ahmed Qaid_Salih ,صور لرئيس الجمهورية #عبد_المجيد_تبون وهو يقدم واجب العزاء لأسرة الفقيد الفريق أحمد #قايد_صالح https://t.co/VJ4WEOruop,2019-12-25 12:07:34+00:00,APS_Algerie,22,2,,"['عبد_المجيد_تبون', 'قايد_صالح']",Neutral
44,The funeral procession of the late Qayed Saleh departed from the People's Palace towards the Al-Alia cemetery  Qayed _ Saleh   ,"إنطلاق الموكب الجنائزي للمرحوم قايد صالح من قصر الشعب باتجاه مقبرة العالية 

#قايد_صالح

https://t.co/BzOfi0XA41 https://t.co/Hk1hHnee8j",2019-12-25 11:20:48+00:00,APS_Algerie,14,1,,['قايد_صالح'],Neutral
45,The funeral procession of Ga d_Salah moves towards the cemetery of El Alia   ,"Le cortège funèbre de #Gaïd_Salah s'ébranle vers le cimetière d'El Alia

https://t.co/bOYacI3JwN https://t.co/ELMpghS0Is",2019-12-25 11:17:15+00:00,APS_Algerie,10,0,,['Gaïd_Salah'],Neutral
46,"Pictures of the President of the Republic, Abdelmadjid Tebboune, taking his last look at the late Lieutenant General Ahmed Qaid_Saleh. ",صور لرئيس الجمهورية عبد المجيد تبون وهو يلقي النظرة الأخيرة على الفقيد الفريق أحمد #قايد_صالح. https://t.co/erssLs228r,2019-12-25 10:30:35+00:00,APS_Algerie,71,10,,['قايد_صالح'],Neutral
47,President Tebboune meditates in memory of the deceased Ahmed _ Ga d _ Salah   ,"Le président Tebboune se recueille à la mémoire du défunt #Ahmed_Gaïd_Salah 

https://t.co/3PBS00LTGj https://t.co/uUdhQHY8S2",2019-12-25 10:10:48+00:00,APS_Algerie,10,0,,['Ahmed_Gaïd_Salah'],Neutral
48,The President of the Republic has mercy on the people's palace for the soul of the late Ahmed Qaid Saleh  Qayed _ Saleh   ,"رئيس الجمهورية يترحم بقصر الشعب على روح الفقيد أحمد قايد صالح 

#قايد_صالح

https://t.co/h8PUDvEpOp https://t.co/C7rbfSc58q",2019-12-25 10:05:34+00:00,APS_Algerie,29,2,,['قايد_صالح'],Neutral
49,High officials have mercy on the soul of the late Ahmed Qaid Saleh at the People's Palace   ,"مسؤولون سامون يترحمون على روح #الفقيد_أحمد_قايد_صالح بقصر الشعب
 https://t.co/FvUohNEAXm https://t.co/G4dnWu9N7a",2019-12-25 09:19:30+00:00,APS_Algerie,18,0,,['الفقيد_أحمد_قايد_صالح'],Neutral
50,President Tebboune meditates in memory of the deceased Gaid_Salah,Le président #Tebboune se recueille à la mémoire du défunt #Gaid_Salah,2019-12-25 07:49:04+00:00,APS_Algerie,12,0,,"['Tebboune', 'Gaid_Salah']",Neutral
51,"The arrival of the body of the deceased fighter, Lieutenant General Ahmed  Qayed_Salih, to the People s Palace ",وصول جثمان الفقيد المجاهد الفريق احمد #قايد_صالح  الى قصر الشعب https://t.co/LAU0GwnK37,2019-12-25 07:12:41+00:00,APS_Algerie,17,1,,['قايد_صالح'],Neutral
52,Arrival of the mortal remains of the late Ahmed Gaid_Salah at the People's Palace,Arrivée de la dépouille mortelle du défunt Ahmed #Gaid_Salah au palais du peuple,2019-12-25 07:06:42+00:00,APS_Algerie,21,1,,['Gaid_Salah'],Neutral
53,Citizens hail Mujahid Ahmed Gaid_Salah's role in leading the country   ,"Des citoyens saluent le rôle du moudjahid Ahmed #Gaid_Salah pour avoir mené le pays à bon port

https://t.co/xc3BMRD2h9 https://t.co/qvkKH5bOeg",2019-12-24 19:29:34+00:00,APS_Algerie,30,2,,['Gaid_Salah'],Positive
54,"2019-Habitat: closing of AADL1, delivery of property deeds to beneficiaries   ","2019-Habitat: clôture de #AADL1, remise des actes de propriété aux bénéficiaires

https://t.co/4Yi4Wlsk5x https://t.co/2Dg9RQlGMN",2019-12-24 19:11:39+00:00,APS_Algerie,11,0,,['AADL1'],Neutral
55,Territorial Information Center of Oran: citizens flock to offer their condolences Gaid_Salah  ,"Centre d’information territoriale d’Oran: des citoyens affluent pour présenter leurs condoléances
#Gaid_Salah
https://t.co/bCny98f4gi https://t.co/PoOrNaXbRD",2019-12-24 17:20:08+00:00,APS_Algerie,26,2,,['Gaid_Salah'],Neutral
56,"2019: Hirak calls for radical change, President Tebboune promises the ""New Republic""   ","2019: le #Hirak revendique un changement radical, le président Tebboune promet la ""Nouvelle République""

https://t.co/TBk8HBDIla https://t.co/LU5TnkfnyM",2019-12-24 13:55:03+00:00,APS_Algerie,30,3,,['Hirak'],Neutral
57,"Human_Development: Algeria 1st in the Maghreb, 3rd in Africa   ","#Développement_Humain: l’Algérie 1ère au Maghreb, 3ème en Afrique

https://t.co/O0xqAXfNqV https://t.co/gEMPPHp9nw",2019-12-24 13:30:02+00:00,APS_Algerie,23,4,,['Développement_Humain'],Neutral
58,Funeral of Ahmed _ Ga d _ Salah: the deceased buried Wednesday at the cemetery of El Alia   ,"Obsèques d' #Ahmed_Gaïd_Salah : le défunt inhumé mercredi au cimetière d'El Alia

https://t.co/1Rx4269ZSK https://t.co/IjEJtOLUM9",2019-12-24 13:13:28+00:00,APS_Algerie,13,1,,['Ahmed_Gaïd_Salah'],Neutral
59,"The _ death _ of _ the _ leader _ Saleh The funeral of the deceased Team_Ahmed_Qayed_Saleh will be held tomorrow, Wednesday, at Al-Alia cemetery   ","#وفاة_القايد_صالح 
تشييع جنازة الفقيد #الفريق_أحمد_قايد_صالح غدا الأربعاء بمقبرة العالية
 https://t.co/kB9YEGDJxl https://t.co/1OmUPnh4Pp",2019-12-24 12:23:34+00:00,APS_Algerie,48,4,,"['وفاة_القايد_صالح', 'الفريق_أحمد_قايد_صالح']",Neutral
60,"2019 | The year of its inception, the popular_movement, dazzled the world with its peacefulness, and its end, the December 12 presidential elections, establishes a new era   ","2019 | سنة بدايتها #الحراك_الشعبي أبهر بسلميته العالم و نهايتها #رئاسيات_12_ديسمبر تؤسس لعهد جديد

https://t.co/rqWzpo8aTa https://t.co/dZRAf7NQb0",2019-12-24 12:18:34+00:00,APS_Algerie,76,5,,"['الحراك_الشعبي', 'رئاسيات_12_ديسمبر']",Positive
61,Re-election of Ibrahim_Ghali as Secretary General of the Polisario Front  Western Desert   ,"إعادة إنتخاب #إبراهيم_غالي أمينا عاما لـ #جبهة_البوليساريو

#الصحراء_الغربية

https://t.co/gbEvqiNuUz https://t.co/oX9pqkGW6h",2019-12-24 10:30:28+00:00,APS_Algerie,42,6,,"['إبراهيم_غالي', 'جبهة_البوليساريو', 'الصحراء_الغربية']",Neutral
62,"The _ death _ of _ the _ leader _ Saleh President _ Tebboune: Algeria ""sorrows the separation of one of its great men and one of the pillars of the state""  ","#وفاة_القايد_صالح 
#الرئيس_تبون: #الجزائر ""تتحسر على فراق رجل من رجالها الكبار وركن من أركان الدولة""
https://t.co/Y2CxXj6Uo0 https://t.co/HKHbWLvANt",2019-12-24 09:16:10+00:00,APS_Algerie,72,5,,"['وفاة_القايد_صالح', 'الرئيس_تبون', 'الجزائر']",Negative
63,"Eradication of plastic bags: 100,000 paper bags to be distributed to bakeries  ","Eradication des sacs en #plastique: 100.000 sacs en papier à distribuer aux boulanges
https://t.co/xGxIFLJtEu https://t.co/qxgMkIZh3v",2019-12-23 19:21:18+00:00,APS_Algerie,37,3,,['plastique'],Neutral
64,"Gaid_Salah, the man who played a pivotal role in defending national sovereignty   ","#Gaid_Salah , l'homme qui a joué un rôle pivot dans la défense de la souveraineté nationale

https://t.co/OM1vq4YzT2 https://t.co/bUa0xppsE1",2019-12-23 19:10:00+00:00,APS_Algerie,90,8,,['Gaid_Salah'],Positive
65,Cement: export of more than 1.5 mn tons during the first 9 months of 2019   ,"#Ciment: exportation de plus de 1,5 mns de tonnes durant les 9 premiers mois de 2019

https://t.co/CYZXiCsYSg https://t.co/fYwPPUs3yS",2019-12-23 18:39:14+00:00,APS_Algerie,16,0,,['Ciment'],Neutral
66,The late Ahmed Gaid_Salah: a moudjahid with a rich career in the service of the ANP and Algeria  ,"Le défunt Ahmed #Gaid_Salah: un #moudjahid au riche parcours au service de l'#ANP et de l'#Algérie
https://t.co/PVGwjJD0yG https://t.co/PE06lgZK8L",2019-12-23 17:51:42+00:00,APS_Algerie,149,16,,"['Gaid_Salah', 'moudjahid', 'ANP', 'Algérie']",Positive
67,Get to know Major General Saeed Shangriha through this video ,تعرف على اللواء #سعيد_شنقريحة من خلال هذا الفيديو https://t.co/zB7UYIRHvY,2019-12-23 13:29:28+00:00,APS_Algerie,140,21,,['سعيد_شنقريحة'],Neutral
68,The late Lieutenant General Ahmed  Qaid_Saleh.. a rich march in the service of the People's National Army and Algeria ,الفقيد الفريق أحمد #قايد_صالح.. مسيرة ثرية في خدمة الجيش الوطني الشعبي و الجزائر https://t.co/RyBD8kWFd6,2019-12-23 13:03:19+00:00,APS_Algerie,128,21,,['قايد_صالح'],Positive
69,"Algeria: Recording an inflation rate of 2% within a year, in November 2019  ",الجزائر: تسجيل نسبة تضخم ب 2 % خلال سنة، في نوفمبر 2019 https://t.co/UCLe6vZnTA https://t.co/RyRbANuX0z,2019-12-23 12:08:59+00:00,APS_Algerie,10,0,,,Neutral
70, Team_Ahmed_Qayed_Saleh has passed away ,#الفريق_أحمد_قايد_صالح في ذمة الله https://t.co/UJh44HChqc,2019-12-23 11:02:12+00:00,APS_Algerie,71,10,,['الفريق_أحمد_قايد_صالح'],Neutral
71,The President of the Republic appoints Major General Said Chengriha as Acting Chief of Staff of the People's National Army   ,"#رئيس_الجمهوريّة يعين #اللواء_سعيد_شنقريحة رئيسا لأركان #الجيش_الوطني_الشعبي بالنيابة
 https://t.co/9jtMRUJ4Qx https://t.co/w4wJ7X1dJX",2019-12-23 10:25:41+00:00,APS_Algerie,73,9,,"['رئيس_الجمهوريّة', 'اللواء_سعيد_شنقريحة', 'الجيش_الوطني_الشعبي']",Neutral
72,"Mr. Abdelmadjid_Tebboune, decreed a national mourning of three days and seven days for the institution of the ANP  ","M. #Abdelmadjid_Tebboune, a décrété un deuil national de trois jours et de sept jours pour l'institution de l'#ANP

https://t.co/PKa7XDypgo",2019-12-23 10:18:37+00:00,APS_Algerie,25,10,,"['Abdelmadjid_Tebboune', 'ANP']",Neutral
73,The death of Gaid Saleh: President Tebboune decides to mourn for three days   ,"وفاة قايد صالح: الرئيس تبون يقرر حدادا وطنيا لمدة ثلاثة أيام  

https://t.co/P4D7iaLIQ4 https://t.co/DOxJ8PKa0V",2019-12-23 10:13:36+00:00,APS_Algerie,49,7,,,Negative
74,Death of Army Corps General Ahmed _ Ga d _ Salah  ,"Décès du général du corps d'armée #Ahmed_Gaïd_Salah

https://t.co/wiOO2gCery",2019-12-23 09:55:41+00:00,APS_Algerie,43,16,,['Ahmed_Gaïd_Salah'],Negative
75,Lieutenant General Ahmed Qayed Saleh has passed away  ,الفريق أحمد قايد صالح في ذمة الله https://t.co/YcW9ATV9jr https://t.co/RQtFC4bhP4,2019-12-23 09:53:29+00:00,APS_Algerie,119,31,,,Neutral
76,President Tebboune highlights his support for productive_projects that create jobs   ,"Le président #Tebboune met en avant son soutien aux #projets_productifs créateurs d' #emplois

https://t.co/oOttNPGmMZ https://t.co/oxbRvDvAMK",2019-12-22 19:02:10+00:00,APS_Algerie,22,0,,"['Tebboune', 'projets_productifs', 'emplois']",Positive
77,"Constantine: 20 abused children_autists ""liberated"" by the GN return to their homes   ","Constantine: 20 #enfants_autistes maltraités ""libérés"" par la GN rejoignent leur domicile

https://t.co/RiX4rIxnHs https://t.co/rTZIMOcreD",2019-12-22 15:47:54+00:00,APS_Algerie,11,0,,['enfants_autistes'],Negative
78,"President Tebboune: The military industry is the ""only"" mechanical industry that exists in Algeria  President _ of _ the _ Republic _ Abdul _ Majid _ Tebboune  Algerian _ production _ exhibition   ","الرئيس تبون: الصناعة العسكرية هي الصناعة الميكانيكية ""الوحيدة"" الموجودة في الجزائر 

#رئيس_الجمهورية_عبد_المجيد_تبون
 #معرض_الإنتاج_الجزائري

https://t.co/Zj9SSck9oZ https://t.co/9LYw2izToU",2019-12-22 12:45:50+00:00,APS_Algerie,70,2,,"['رئيس_الجمهورية_عبد_المجيد_تبون', 'معرض_الإنتاج_الجزائري']",Neutral
79,"Today, the President of the Republic, Abdelmadjid Tebboune, inaugurated the 28th edition of the Algerian Production Exhibition in the Exhibition Palace, in the presence of many ministers, dignitaries, and members of the diplomatic corps accredited to Algeria. This inauguration is the first field trip for Mr. Tebboune, who was sworn in last Thursday.","دشن اليوم #رئيس_الجمهورية_عبد_المجيد_تبون الطبعة 28 لـ #معرض_الإنتاج_الجزائري بـ #قصر_المعارض بحضور العديد من الوزراء و الشخصيات و أعضاء من السلك الدبلوماسي المعتمدين بالجزائر.
و يعد هذا التدشين الخرجة الميدانية الأولى للسيد تبون الذي أدى اليمين الدستورية الخميس الماضي.",2019-12-22 10:15:08+00:00,APS_Algerie,70,4,,"['رئيس_الجمهورية_عبد_المجيد_تبون', 'معرض_الإنتاج_الجزائري', 'قصر_المعارض']",Neutral
