,Tweet,Original,Datetime,Username,Likes,Retweets,View,Hashtags,Sentiments
10,The Algerian radio hands over a batch of its historical archives to the ANP    ,"La #radioalgérienne remet un lot de ses archives historiques à l' #ANP

🔗https://t.co/vp7X5EyJ50 https://t.co/okwLBUPUbM",2022-06-29 18:15:45+00:00,APS_Algerie,8,1,,"['radioalgérienne', 'ANP']",Neutral
11,"Chanegriha: Adopting a ""thoughtful approach"" to adapt training to new challenges and issues    ","#Chanegriha : Adopter une ""approche réfléchie"" pour adapter la formation aux nouveaux défis et enjeux

🔗https://t.co/6SJ9p2h4ZK https://t.co/HeyR8WKeak",2022-06-29 18:13:21+00:00,APS_Algerie,19,1,,['Chanegriha'],Neutral
12,  Mediterranean Games Oran_2022: Preparations of athletics athletes     before the start of the competition ,▶️ #الألعاب_المتوسطية #وهران_2022  : تحضيرات رياضيي #ألعاب_القوى 🏃‍♂️ قبل انطلاق المنافسة https://t.co/O7tJkabr2G,2022-06-29 17:55:18+00:00,APS_Algerie,27,1,,"['الألعاب_المتوسطية', 'وهران_2022', 'ألعاب_القوى']",Neutral
13,The Egyptian Prime Minister in Algiers to participate in the 8th session of the Algerian-Egyptian Joint Grand Commission      ,"Le Premier ministre égyptien à #Alger pour participer à la 8e session de la Grande commission mixte algéro-égyptienne 🇩🇿🇪🇬

🔗https://t.co/QIyeMnc5Or https://t.co/5eV2dZpIHD",2022-06-29 17:50:38+00:00,APS_Algerie,16,2,,['Alger'],Neutral
14,The Egyptian Prime Minister is in Algeria to participate in the 8th session of the Algerian Joint Higher Committee   Egyptian       ,"رئيس الوزراء المصري بـ #الجزائر للمشاركة في الدورة ال8 للجنة العليا المشتركة الجزائرية 🇩🇿 المصرية 🇪🇬

🔗https://t.co/4lruOc1VLc https://t.co/TYkmGdKCsf",2022-06-29 17:39:00+00:00,APS_Algerie,35,8,,['الجزائر'],Neutral
15,"  The outcome of the spread of Corona in Algeria June 29, 2022 ",▶️ حصيلة انتشار #كورونا في #الجزائر 29 يونيو 2022 https://t.co/e3ORDikBGs,2022-06-29 17:36:35+00:00,APS_Algerie,9,2,,"['كورونا', 'الجزائر']",Neutral
16,Shangriha: Changing the concept of security and defense required the adoption of a studied approach to revitalize the training directed to the higher military executives     ,"#شنقريحة : تغير مفهوم الأمن والدفاع تطلب تبني مقاربة مدروسة لتحيين التكوين الموجه للإطارات العسكرية العليا

🔗https://t.co/0L0xos5jhm https://t.co/hWMeUpmMh4",2022-06-29 17:35:09+00:00,APS_Algerie,121,11,,['شنقريحة'],Neutral
17,President _ Tebboune receives the Secretary General of the General Union of Algerian Traders and Craftsmen     ,"#الرئيس_تبون يستقبل الأمين العام للاتحاد العام للتجار والحرفيين الجزائريين 

🔗https://t.co/9s0TKaVCyf https://t.co/RRbBp9dywD",2022-06-29 17:32:03+00:00,APS_Algerie,15,1,,['الرئيس_تبون'],Neutral
18,The president_Tebboune receives the Secretary General of the UGCAA    ,"Le #président_Tebboune reçoit le Secrétaire général de l'UGCAA

🔗https://t.co/EhEUPJmAh0 https://t.co/RMhGFLOc85",2022-06-29 17:30:36+00:00,APS_Algerie,8,1,,['président_Tebboune'],Neutral
19,  A historic symposium on the executive body of the interim_Algerian_government ,▶️ ندوة تاريخية حول الهيئة التنفيذية لـ #الحكومة_الجزائرية_المؤقتة https://t.co/KY7dM9tpis,2022-06-29 17:12:14+00:00,APS_Algerie,12,2,,['الحكومة_الجزائرية_المؤقتة'],Neutral
20,Setif: The first edition of the National Days of the Revolutionary_Theatre   from June 30 to July 4 in Elma     ,"#سطيف : الطبعة الأولى من الأيام الوطنية لـ #المسرح_الثوري 🎭 من 30 يونيو الى 4 يوليو بـ #العلمة

🔗https://t.co/4CjqfvcKz6 https://t.co/QBhlvyJSAk",2022-06-29 17:09:56+00:00,APS_Algerie,9,2,,"['سطيف', 'المسرح_الثوري', 'العلمة']",Neutral
21,Energy: OPEC holds its 184th ministerial conference    ,"#Energie : l' #OPEP tient sa 184e conférence ministérielle

🔗https://t.co/gS9gUCkIe1 https://t.co/p9LeVNelwM",2022-06-29 16:47:19+00:00,APS_Algerie,4,2,,"['Energie', 'OPEP']",Neutral
22,  Algerian_Radio delivers a share of its historical archive to the Ministry of National Defense ,▶️ #الإذاعة_الجزائرية تسلم حصة من أرشيفها التاريخي إلى #وزارة_الدفاع_الوطني https://t.co/nn7d0oJMXJ,2022-06-29 16:30:50+00:00,APS_Algerie,26,4,,"['الإذاعة_الجزائرية', 'وزارة_الدفاع_الوطني']",Neutral
23,President_Tebboune receives the ambassador of Nigeria   in Algeria      ,"Le #Président_Tebboune reçoit l'ambassadeur du #Nigeria 🇳🇬 en #Algérie 🇩🇿

🔗https://t.co/fEFz2y5GwT https://t.co/ASMt6o3GDk",2022-06-29 15:49:32+00:00,APS_Algerie,25,3,,"['Président_Tebboune', 'Nigeria', 'Algérie']",Neutral
24,President _ Tebboune receives the ambassador of Nigeria   in Algeria       ,"#الرئيس_تبون يستقبل سفير #نيجيريا 🇳🇬 بـ #الجزائر 🇩🇿

🔗https://t.co/t6JFH9DfGY https://t.co/sXBLYD28b7",2022-06-29 15:48:15+00:00,APS_Algerie,47,4,,"['الرئيس_تبون', 'نيجيريا', 'الجزائر']",Neutral
25,Examination of the downgrading of a plot of agricultural land for the realization of an SDEM in Tipasa    ,"Examen du déclassement d'une parcelle de terre agricole pour la réalisation d'une SDEM à #Tipasa

🔗https://t.co/7bNSaBxN4r https://t.co/QhR03I64OM",2022-06-29 15:21:05+00:00,APS_Algerie,19,2,,['Tipasa'],Neutral
26,R unionduGouvernement: the Agriculture and Digital sectors on the agenda    ,"#RéunionduGouvernement : les secteurs de l'Agriculture et du Numérique à l'ordre du jour

🔗https://t.co/51s3J2eqOR https://t.co/9iWwF5AIk8",2022-06-29 15:19:31+00:00,APS_Algerie,13,1,,['RéunionduGouvernement'],Neutral
27,Government_meeting: A study to cancel the classification of an agricultural plot destined for the completion of a seawater desalination plant in Tipaza     ,"#اجتماع_الحكومة : دراسة إلغاء تصنيف قطعة أرض فلاحية موجهة لإنجاز محطة لـ #تحلية_مياه_البحر بـ #تيبازة

🔗https://t.co/ABJgHKB0a1 https://t.co/sesJfuh8lU",2022-06-29 14:51:32+00:00,APS_Algerie,16,1,,"['اجتماع_الحكومة', 'تحلية_مياه_البحر', 'تيبازة']",Negative
28,"Mediterranean _ Games Oran _ 2022: Finals program scheduled for tomorrow, Thursday     ","#ألعاب_متوسطية #وهران_2022  : برنامج النهائيات المقررة يوم غد الخميس

🔗https://t.co/2p74g7wiYL https://t.co/1QoKlQtZND",2022-06-29 14:48:47+00:00,APS_Algerie,11,2,,"['ألعاب_متوسطية', 'وهران_2022']",Neutral
29,Government _ meeting: Studying the digital development file in Algeria   and a draft executive decree in the agricultural sector     ,"#اجتماع_الحكومة : دراسة ملف التطوير الرقمي في #الجزائر 🇩🇿  ومشروع مرسوم تنفيذي في قطاع الفلاحة

🔗https://t.co/72SG7ft4fr https://t.co/vUJrJmvlMT",2022-06-29 14:44:23+00:00,APS_Algerie,14,3,,"['اجتماع_الحكومة', 'الجزائر']",Neutral
30,Stopping the introduction of huge quantities of drugs through Moroccan borders    ,"Mise en échec d'introduction d'énormes quantités de drogue par les frontières marocaines

🔗https://t.co/zQk60mybRD https://t.co/OpkIgriDu5",2022-06-29 14:24:12+00:00,APS_Algerie,22,4,,,Neutral
31,Moundji: An emergency plan to revive the activity of the port of T n s in partnership with the groupeGica    ,"#Moundji : Un plan d'urgence pour la relance de l'activité du port de #Ténès en partenariat avec le #groupeGica

🔗https://t.co/fgdWhr06Vs https://t.co/KDfK58f4iF",2022-06-29 14:15:32+00:00,APS_Algerie,11,2,,"['Moundji', 'Ténès', 'groupeGica']",Neutral
32,Algerian _ Radio hands over a share of its historical archive to the Ministry _ of _ National _ Defense     ,"#الإذاعة_الجزائرية تسلم حصة من أرشيفها التاريخي إلى #وزارة_الدفاع_الوطني

🔗https://t.co/2iEMHpBxaa https://t.co/78li1jZwwS",2022-06-29 14:03:28+00:00,APS_Algerie,12,1,,"['الإذاعة_الجزائرية', 'وزارة_الدفاع_الوطني']",Neutral
33,  Mediterranean Games Oran_2022: The last retouches in the main stadium before the start of the Athletics competitions     ,▶️ #الألعاب_المتوسطية #وهران_2022  : آخر الروتوشات بالملعب الرئيسي قبل انطلاق منافسات #ألعاب_القوى🏃‍♂️ https://t.co/k8sm3AQy1h,2022-06-29 14:02:01+00:00,APS_Algerie,23,2,,"['الألعاب_المتوسطية', 'وهران_2022', 'ألعاب_القوى']",Neutral
34,Mediterranean Games Oran 2022 / Ironball: Bronze   for Algeria   in the rafel and another   in the short play     ,"#ألعاب_متوسطية #وهران2022 / #الكرة_الحديدية : برونزية 🥉 لـ #الجزائر 🇩🇿 في الرافل وأخرى 🥉 في اللعب القصير 

🔗https://t.co/UzuNi6yL6M https://t.co/HgPmBHUcFm",2022-06-29 13:53:03+00:00,APS_Algerie,15,1,,"['ألعاب_متوسطية', 'وهران2022', 'الكرة_الحديدية', 'الجزائر']",Neutral
35,JMORAN2022: precision shooting in petanque offers bronze   to Algeria      ,"#JMORAN2022 : le tir de précision en #pétanque offre le bronze 🥉 à l' #Algérie 🇩🇿

🔗https://t.co/ihN8dFUQ4x https://t.co/JdBtrNcIJW",2022-06-29 13:41:38+00:00,APS_Algerie,25,1,,"['JMORAN2022', 'pétanque', 'Algérie']",Neutral
36,TAQA: OPEC holds its 184th ministerial meeting     ,"#طاقة: منظمة #أوبك تعقد اجتماعها الوزاري ال 184

🔗https://t.co/PVfxde3vrh https://t.co/CjRRIbqCd8",2022-06-29 13:00:01+00:00,APS_Algerie,14,2,,"['طاقة', 'أوبك']",Neutral
37,National_Popular_Army: foiling an attempt to enter more than 11 quintals of treated kif across the border with Morocco ,#الجيش_الوطني_الشعبي: إحباط محاولة إدخال أزيد من 11 قنطارا من الكيف المعالج عبر الحدود مع المغرب https://t.co/sEFTqVimOA,2022-06-29 12:45:18+00:00,APS_Algerie,201,20,,['الجيش_الوطني_الشعبي'],Neutral
38,Mediterranean_Games: Smart waste container made by Algerian   in the Mediterranean village ,#الألعاب_المتوسطية : حاوية نفايات ذكية من صنع جزائري 🇩🇿 بالقرية المتوسطية https://t.co/msbUiZasIC,2022-06-29 12:30:00+00:00,APS_Algerie,88,14,,['الألعاب_المتوسطية'],Neutral
39,Mediterranean_Games: In light of intense competition .. Table Tennis   seeks to honor the national flag ,#الألعاب_المتوسطية : في ظل منافسة شديدة ..#تنس_الطاولة 🏓 تسعى لتشريف الراية الوطنية https://t.co/GBu7pEmF4g,2022-06-29 12:00:01+00:00,APS_Algerie,21,2,,"['الألعاب_المتوسطية', 'تنس_الطاولة']",Positive
40,MediterraneanGames / WaterPolo  : Serbia   and Spain   qualify for the semi-finals     ,"#ألعاب_متوسطية /#كرة_الماء 🤽‍♀️: تأهل #صربيا 🇷🇸 و #إسبانيا 🇪🇸 إلى المربع الذهبي

🔗https://t.co/Qc84eGz9I1 https://t.co/9HSv5fdYQ4",2022-06-29 11:50:00+00:00,APS_Algerie,10,1,,"['ألعاب_متوسطية', 'كرة_الماء', 'صربيا', 'إسبانيا']",Neutral
41,Table of medals for the third day of the Mediterranean Games_Oran_2022 ,جدول ميداليات اليوم الثالث من #الالعاب_المتوسطية_وهران_2022 https://t.co/HLlf6yET2O,2022-06-29 11:42:27+00:00,APS_Algerie,18,2,,['الالعاب_المتوسطية_وهران_2022'],Neutral
42,"JMORAN2022 /Handball   (2nd day): Algeria   avoids defeat, Egypt   continues    ","#JMORAN2022 /#Handball 🤾‍♀️ (2e J): l’#Algérie 🇩🇿évite la défaite, l’#Egypte  🇪🇬enchaîne

🔗https://t.co/T0FaoolZYx https://t.co/kbeE7Uxa2N",2022-06-29 11:40:00+00:00,APS_Algerie,14,2,,"['JMORAN2022', 'Handball', 'Algérie', 'Egypte']",Neutral
43,JMORAN2022 / waterpolo  : Serbia   and Spain   qualify for the golden square    ,"#JMORAN2022 / #waterpolo 🤽‍♀️: la #Serbie 🇷🇸 et l'#Espagne 🇪🇸 se qualifient au carré d'or

🔗https://t.co/sfCOLnYR1H https://t.co/TNpsfXUpWe",2022-06-29 11:30:00+00:00,APS_Algerie,13,1,,"['JMORAN2022', 'waterpolo', 'Serbie', 'Espagne']",Neutral
44,An urgent plan to revive the activity of the  Tennis Port  through partnership with the  JIKA  complex     ,"مخطط استعجالي لإعادة بعث نشاط #ميناء_التنس عن طريق الشراكة مع مجمع ""#جيكا""

🔗https://t.co/C5sNrob3tb https://t.co/uBv29wyFdQ",2022-06-29 11:20:37+00:00,APS_Algerie,17,2,,"['ميناء_التنس', 'جيكا']",Neutral
45,Sonatrach strengthens its position in the international market thanks to new discoveries of hydrocarbons ,#سوناطراك تعزز موقعها في السوق الدولية بفضل الاكتشافات الجديدة لـ #المحروقات https://t.co/aiDljc1xF5,2022-06-29 10:18:20+00:00,APS_Algerie,53,8,,"['سوناطراك', 'المحروقات']",Positive
46,Zagdar opens the works of the fourth session of the preparatory follow-up committee for the eighth session of the Algerian Joint Higher Committee  -Egyptian       ,"#زغدار يفتتح اشغال الدورة الرابعة للجنة المتابعة التحضيرية للدورة الثامنة للجنة العليا المشتركة الجزائرية 🇩🇿-المصرية🇪🇬

🔗https://t.co/FsvA7Gx8FH https://t.co/vowt5vnGgg",2022-06-29 08:31:04+00:00,APS_Algerie,24,1,,['زغدار'],Neutral
47,Microenterprises: Diafat receives young people from the Algerian community established in France   ,"#Microentreprises: #Diafat reçoit des jeunes de la communauté algérienne établie en France
🔗https://t.co/yJUZ803yb8 https://t.co/fpG66xdIEY",2022-06-28 21:17:38+00:00,APS_Algerie,12,1,,"['Microentreprises', 'Diafat']",Neutral
48,Consultations led by President_Tebboune: confirmation of the correctness of the approach adopted for the construction of the new Algeria   ,"Consultations menées par le #Président_Tebboune : une confirmation de la justesse de la démarche adoptée pour l'édification de l'#Algérie nouvelle 
🔗https://t.co/YSBtES6XfP https://t.co/yJkm1LBYAR",2022-06-28 21:14:15+00:00,APS_Algerie,10,2,,"['Président_Tebboune', 'Algérie']",Neutral
49,"Dailami: The consultations conducted by the President of the Republic are ""evidence of good orientation and rationality of the proposal.""     ","#ديلمي: المشاورات التي يجريها رئيس الجمهورية ""دليل على حسن التوجه وعقلانية الطرح""
 🔗https://t.co/SSSaGv0JPi https://t.co/JG4yjTS2kq",2022-06-28 21:08:38+00:00,APS_Algerie,14,1,,['ديلمي'],Positive
50,187th anniversary of the battle of Macta : to remember the heroism of the Emir _ Abdelkader   ,"187e anniversaire de la bataille de #Mactaâ : pour rappeler l'héroïsme de l'#Emir_Abdelkader 
🔗https://t.co/FZwTEDDCk7 https://t.co/y5IplwroJ2",2022-06-28 19:30:00+00:00,APS_Algerie,27,4,,"['Mactaâ', 'Emir_Abdelkader']",Neutral
51,"Belabed takes part in Paris at the pre-summit on ""the transformation of education""   ","#Belabed prend part à #Paris au pré-sommet sur ""la transformation de l'éducation"" 
🔗https://t.co/4NxAThx9SL https://t.co/dbXkPhl8va",2022-06-28 19:10:00+00:00,APS_Algerie,19,2,,"['Belabed', 'Paris']",Neutral
52,mini-establishments: Mr. Diafat receives young people from the Algerian community   residing in France      ,"#مؤسسات_مصغرة: السيد #ضيافات يستقبل شباب من الجالية الجزائرية 🇩🇿المقيمة بـ #فرنسا 🇫🇷 
🔗https://t.co/MR3VDFpJuR https://t.co/Gfm3EAbOqh",2022-06-28 19:00:01+00:00,APS_Algerie,33,3,,"['مؤسسات_مصغرة', 'ضيافات', 'فرنسا']",Neutral
53,Mr. Arkab participates this Wednesday in the 184th Ministerial Conference of the Organization of OPEC    ,"السيد #عرقاب يشارك هذا الأربعاء في المؤتمر الوزاري الـ 184 لمنظمة #أوبك 
🔗https://t.co/luGYmcSKix https://t.co/Vwwc8LwPLA",2022-06-28 18:50:00+00:00,APS_Algerie,22,3,,"['عرقاب', 'أوبك']",Neutral
54,African_migrants killed by the Moroccan_police: the tragedy continues to arouse international indignation   ,"#Migrants_africains tués par la #police_marocaine : le drame continue de susciter l'indignation à l'international
🔗https://t.co/Euer20G0BZ https://t.co/sUhlvVlpIN",2022-06-28 18:40:00+00:00,APS_Algerie,60,20,,"['Migrants_africains', 'police_marocaine']",Negative
55,Oran_Games 2022: The atmosphere inside the Mediterranean_Village   ,"#ألعاب_وهران2022 : الأجواء داخل #القرية_المتوسطية

https://t.co/yFliQ2Ct3j https://t.co/2RkReKewn0",2022-06-28 18:35:00+00:00,APS_Algerie,18,3,,"['ألعاب_وهران2022', 'القرية_المتوسطية']",Neutral
56,Arkab will take part in the 184th OPEC Ministerial Conference on Wednesday   ,"#Arkab prendra part mercredi à la 184ème Conférence ministérielle de l’#Opep
🔗https://t.co/ngMUpRPIAS https://t.co/c2KvPaMwDQ",2022-06-28 18:30:00+00:00,APS_Algerie,8,1,,"['Arkab', 'Opep']",Neutral
57,New discoveries of hydrocarbons: Sonatrach strengthens its position in the international market    ,"الاكتشافات الجديدة للـ #محروقات: #سوناطراك تعزز موقعها في السوق الدولية 
🔗https://t.co/2VeCOoM4NZ https://t.co/5F2P4toVs1",2022-06-28 18:25:00+00:00,APS_Algerie,36,3,,"['محروقات', 'سوناطراك']",Positive
58,Constantine | Protection_civile  : drowning simulation maneuver   ,"#Constantine | #Protection_civile 🚒: manœuvre de simulation d’une noyade 
🔗https://t.co/IK2z0S2qYM https://t.co/13WBXhqMiL",2022-06-28 18:20:00+00:00,APS_Algerie,10,1,,"['Constantine', 'Protection_civile']",Neutral
59,"JMOran2022: unprecedented popular enthusiasm, the other success of the 19th edition  JMOran2022  _ _  oran_au_coeur oran_in_the_heart oran2022   ","#JMOran2022 : engouement populaire sans précédent, l'autre succès de la 19e édition 

#JMOran2022 #وهران_في_القلب #oran_au_coeur #oran_in_the_heart #oran2022 
🔗https://t.co/aqKUaUzBa5 https://t.co/bOiRLBFfg5",2022-06-28 18:10:00+00:00,APS_Algerie,19,3,,"['JMOran2022', 'JMOran2022', 'وهران_في_القلب', 'oran_au_coeur', 'oran_in_the_heart', 'oran2022']",Positive
60,Civil _ Protection   in Constantine: virtual maneuver for the rescue and evacuation of a drowned person from a water pool    ,"#الحماية_المدنية 🚒 بـ #قسنطينة : #مناورة افتراضية لعملية انقاذ واجلاء غريق من بركة مائية 
🔗https://t.co/aPLHWw9V7g https://t.co/TvpZFEoVi8",2022-06-28 18:00:01+00:00,APS_Algerie,18,1,,"['الحماية_المدنية', 'قسنطينة', 'مناورة']",Neutral
61,MediterraneanGames: An unprecedented popular turnout indicates another success for the 19th edition  JMOran2022 oran_in_the_heart oran_au_coeur oran_in_the_heart    ,"#الألعاب_المتوسطية : إقبال شعبي غير مسبوق يؤشر لنجاح آخر للطبعة ال19

#JMOran2022 #وهران_في_القلب #oran_au_coeur #oran_in_the_heart #oran2022 
🔗https://t.co/fR5l1zUCoM https://t.co/czY2FGrBLL",2022-06-28 17:51:04+00:00,APS_Algerie,32,2,,"['الألعاب_المتوسطية', 'JMOran2022', 'وهران_في_القلب', 'oran_au_coeur', 'oran_in_the_heart', 'oran2022']",Positive
62,"Mr. Belabed participates in Paris in the preparatory summit meeting on ""Transformation of Education""    ","السيد #بلعابد يشارك بـــ #باريس في لقاء القمة التحضيرية حول ""تحول التربية"" 
🔗https://t.co/lkYDkvoJ2V https://t.co/CrQXcsDnuI",2022-06-28 17:50:00+00:00,APS_Algerie,18,1,,"['بلعابد', 'باريس']",Neutral
63,  An important discovery of condensate_gas for Sonatrach in Hassi_Rel ,▶️ إكتشاف هام من #الغاز_المكثف لـ #سوناطراك بــ #حاسي_رمل https://t.co/xfVQjgtjGm,2022-06-28 17:28:47+00:00,APS_Algerie,53,4,,"['الغاز_المكثف', 'سوناطراك', 'حاسي_رمل']",Positive
64,New hydrocarbon discoveries: Sonatrach consolidates its position on the world market   ,"Nouvelles découvertes d'#hydrocarbures : #Sonatrach consolide sa position sur le marché mondial 
🔗https://t.co/PqT4o1Nla5 https://t.co/2Fg27Y3Wat",2022-06-28 17:25:03+00:00,APS_Algerie,13,1,,"['hydrocarbures', 'Sonatrach']",Positive
65,Melilia _ Tragedy: A meeting of the UNSC   on Wednesday    ,"#مأساة_مليلية : اجتماع لـ #مجلس_الأمن_الدولي 🇺🇳 يوم الاربعاء 
🔗https://t.co/Y2LLA6IqNR https://t.co/l7vYJ7uy9O",2022-06-28 17:20:49+00:00,APS_Algerie,37,5,,"['مأساة_مليلية', 'مجلس_الأمن_الدولي']",Neutral
66,Commemorating the 187th anniversary of the Battle of Al-Maqtaa: an opportunity to cherish the heroic epics of Amir Abd Al-Qader    ,"إحياء الذكرى الـــ187 لمعركة #المقطع : فرصة للاعتزاز بالملاحم  البطولية لــــ #لأمير_عبد_القادر 
🔗https://t.co/fcNFnsOJMq https://t.co/HKvmCCivmv",2022-06-28 17:18:37+00:00,APS_Algerie,21,2,,"['المقطع', 'لأمير_عبد_القادر']",Positive
67,Boughali   takes part in the MNA Parliamentary Network Conference in Azerbaijan     ,"#Boughali 🇩🇿prend part à la Conférence du Réseau parlementaire du #MNA en #Azerbaïdjan 🇦🇿 
🔗https://t.co/q2PC2sdFZ0 https://t.co/DixeQ0pbke",2022-06-28 16:59:37+00:00,APS_Algerie,11,1,,"['Boughali', 'MNA', 'Azerbaïdjan']",Neutral
68,Mr. Boghali   participates in the conference of the Parliamentary Network of the Non-Aligned Movement in Azerbaijan      ,"السيد #بوغالي 🇩🇿 يشارك في مؤتمر الشبكة البرلمانية لدول #حركة_عدم_الانحياز بــ #أذربيجان 🇦🇿 
🔗https://t.co/yrk4mKLe8v https://t.co/5zGmqsgg0e",2022-06-28 16:57:24+00:00,APS_Algerie,50,4,,"['بوغالي', 'حركة_عدم_الانحياز', 'أذربيجان']",Neutral
69,"Health: ""great importance"" given to the application of therapeutic protocols in oncology   ","#Santé : une ""grande importance"" accordée à l'application des protocoles #thérapeutiques en oncologie 
🔗https://t.co/z1dilQzfoP https://t.co/c2oQUfKjK0",2022-06-28 16:49:15+00:00,APS_Algerie,13,1,,"['Santé', 'thérapeutiques']",Positive
70,President_Tebboune receives the Secretary General of UNPA   ,"Le #Président_Tebboune reçoit le Secrétaire général de l'#UNPA
🔗https://t.co/NkREh3ZMTM https://t.co/tyBTsSZkaS",2022-06-28 16:46:54+00:00,APS_Algerie,14,1,,"['Président_Tebboune', 'UNPA']",Neutral
71,President _ Tebboune receives the Secretary General of the National Union of Algerian Peasants    ,"#الرئيس_تبون يستقبل الأمين العام للاتحاد الوطني للفلاحين الجزائريين 
🔗https://t.co/n7yDC2ridm https://t.co/5hMxcIVZsj",2022-06-28 16:45:13+00:00,APS_Algerie,22,2,,['الرئيس_تبون'],Neutral
72,"  The outcome of the spread of Corona in Algeria June 28, 2022 ",▶️ حصيلة انتشار #كورونا في #الجزائر 28 يونيو 2022 https://t.co/fQfwvtB0oc,2022-06-28 16:39:52+00:00,APS_Algerie,9,1,,"['كورونا', 'الجزائر']",Neutral
73,African_migrants killed by the Moroccan_police: the UN   deeply deplores the tragedy   ,"#Migrants_africains tués par la #police_marocaine: l'#ONU 🇺🇳 déplore vivement le drame 
🔗https://t.co/qUCjtjVXoq https://t.co/iwyjGrtngJ",2022-06-28 16:37:49+00:00,APS_Algerie,14,4,,"['Migrants_africains', 'police_marocaine', 'ONU']",Negative
74," Confessions: The terrorist Ben_Halima reveals the organizational structure of the Rashad movement, its funding sources, and its relations with the Mac ","▶️#اعترافات: الإرهابي #بن_حليمة يكشف عن الهيكل التنظيمي لحركة رشاد ومصادر تمويلها وعلاقاتها مع الماك 
https://t.co/ywDnV4nSIf",2022-06-28 16:17:27+00:00,APS_Algerie,21,2,,"['اعترافات', 'بن_حليمة']",Neutral
