,Tweet,Original,Datetime,Username,Likes,Retweets,View,Hashtags,Sentiments
14,Visit Macron: Friendships on which a very strong strategic partnership is built  ,"#Visite Macron: Des relations d’amitié sur lesquelles se construit un partenariat stratégique très fort
https://t.co/kx7lC1QfNZ https://t.co/u5LIuZs6dv",2017-12-07 09:10:54+00:00,APS_Algerie,1,0,,['Visite'],Positive
15,Algeria _ France President Bouteflika talks with his French counterpart ,"#الجزائر_فرنسا
#الرئيس بوتفليقة يتحادث مع نظيره الفرنسي https://t.co/9ZjeDUYPkk",2017-12-06 17:57:20+00:00,APS_Algerie,10,5,,"['الجزائر_فرنسا', 'الرئيس']",Neutral
16,Visit Macron: The French President meditates in memory of the Martyrs of the National Revolution  ,"#Visite Macron : Le président français se recueille à la mémoire des Martyrs de la Révolution nationale 
https://t.co/5IoJEAqwdN https://t.co/ydlxfJ3D0p",2017-12-06 11:52:56+00:00,APS_Algerie,3,1,,['Visite'],Neutral
17,"Macron's visit: The French President has mercy on the souls of the martyrs of the liberation revolution, with the shrine of the martyr ",#زيارة ماكرون: الرئيس الفرنسي يترحم على أرواح الشهداء الثورة التحريرية بمقام الشهيد https://t.co/QMMycexxh9,2017-12-06 11:51:02+00:00,APS_Algerie,13,4,,['زيارة'],Positive
18,Macron visit: The French president begins a friendship and working visit to Algeria  ,"Visite Macron: Le président français entame une visite d'amitié et de travail en Algérie
https://t.co/Xo9kfOmDln https://t.co/ZtDBuAfoet",2017-12-06 10:41:20+00:00,APS_Algerie,1,1,,,Neutral
19,Macron: The French President embarks on a friendship and work visit to Algeria,#ماكرون: الرئيس الفرنسي يشرع في زيارة صداقة وعمل إلى الجزائر,2017-12-06 10:36:20+00:00,APS_Algerie,0,0,,['ماكرون'],Neutral
20,"Algeria France Bouteflika Macron Paris describes Macron's visit to Algeria as ""important""  ","#الجزائر #فرنســـا #بوتفليقة #ماكرون  باريس تصف زيارة ماكرون إلى الجزائر ب ""الهامة"" 
https://t.co/P6RhAXpUfw https://t.co/0VphlCpj9I",2017-12-04 18:19:55+00:00,APS_Algerie,2,3,,"['الجزائر', 'فرنســـا', 'بوتفليقة', 'ماكرون']",Positive
21,"Yemen The son of the former Yemeni president confirms the killing of his father, Ali Abdullah Saleh  ","#اليمن  نجل الرئيس اليمني السابق يؤكد مقتل والده على عبد الله صالح  
https://t.co/1Hv309K3Xm https://t.co/wBZEFG8Swm",2017-12-04 15:13:58+00:00,APS_Algerie,0,1,,['اليمن'],Negative
22,Algeria _ Africa _ Europe / Terrorism _ Summit Algeria will host next December two African seminars on terrorism in Africa  ,"#الجزائر_إفريقيا_أوروبا/قمة_إرهاب
#الجزائر ستحتضن شهر ديسمبر المقبل ندوتين إفريقيتين حول الإرهاب في إفريقيا
https://t.co/s5h5QlRVuR https://t.co/RUDCN1rinZ",2017-11-30 09:58:32+00:00,APS_Algerie,4,1,,"['الجزائر_إفريقيا_أوروبا', 'الجزائر']",Neutral
23,Algeria_Africa_Europe_JAoun_summit African Union-European Union Summit: Ouyahia renews Algeria's support for every African-European cooperation initiative to combat terrorism ,"#الجزائر_افريقيا_اوروبا_jعاون_قمة
#قمة الاتحاد الافريقي-الاتحاد الأوروبي:  أويحيى يجدد دعم الجزائر لكل  مبادرة تعاون افريقية-اوروبية لمكافحة الارهاب https://t.co/CEJNlTavQj",2017-11-30 09:56:28+00:00,APS_Algerie,0,0,,"['الجزائر_افريقيا_اوروبا_jعاون_قمة', 'قمة']",Neutral
24,obib _ meeting OPIP member and non-member countries: Algeria is committed to respecting the agreement  ,"#أوبيب_اجتماع
#البلدان الأعضاء و غير الأعضاء في الأوبيب: الجزائر ملتزمة باحترام الاتفاق
https://t.co/nqZk5xE3NF https://t.co/p6O4BtQVx8",2017-11-30 09:55:19+00:00,APS_Algerie,0,0,,"['أوبيب_اجتماع', 'البلدان']",Neutral
25,Africa_Europe_Western_Sahara_Summit  The Sahrawi President thanks the African countries that supported the participation of the Sahrawi Arab Republic in the Abidjan Summit ,"#فريقيا_اوروبا_قمة_الصحراء الغربية 
#الرئيس الصحراوي يشكر البلدان الافريقية التي ساندت مشاركة الجمهورية العربية  الصحراوية في قمة أبيدجان https://t.co/LNOlQMPM3r",2017-11-30 09:52:42+00:00,APS_Algerie,0,0,,"['فريقيا_اوروبا_قمة_الصحراء', 'الرئيس']",Positive
26,Africa_Europe_summit  The Secretary-General of the United Nations discusses his co-chairmanship of the first African Union-European Union summit with President Bouteflika ,"#افريقيا_أوروبا_قمة
#الأمين العام لمنظمة الأمم المتحدة يتطرق الى رئاسته لأول قمة للاتحاد  الافريقي-الاتحاد الأوروبي مناصفة مع الرئيس بوتفليقة https://t.co/wkiXv6UHWe",2017-11-30 09:50:31+00:00,APS_Algerie,0,0,,"['افريقيا_أوروبا_قمة', 'الأمين']",Neutral
27,OPEC Petroleum - Outside OPEC: The issue of extending the oil production cut agreement is at the core of the Vienna meeting  ,"#بترول  أوبك -خارج أوبك : مسألة تمديد اتفاق خفض إنتاج النفط في صلب اجتماع فيينا 
https://t.co/kUW6ecVm3J https://t.co/mn1eN3m9Gb",2017-11-29 17:07:37+00:00,APS_Algerie,1,0,,['بترول'],Neutral
28,Islam is a call to renew religious discourse to achieve intellectual security for youth   ,"#إسلام  دعوة لتجديد الخطاب الديني لتحقيق الأمن الفكري للشباب 

 https://t.co/e0xpqi8P4O",2017-11-27 19:06:20+00:00,APS_Algerie,0,0,,['إسلام'],Neutral
29,"violenceagainstwomen More than 7,500 women have been victims of violence in Algeria in nine months  ","#عنف_ضد_المرأة  أزيد من 7500 امرأة ضحية عنف في الجزائر خلال تسعة أشهر 
https://t.co/OTmxQTRZsh https://t.co/mXVxkfcReX",2017-11-27 18:33:31+00:00,APS_Algerie,1,0,,['عنف_ضد_المرأة'],Negative
30," Health allocating more than 620,000 thousand doses of measles vaccine in the school setting ",#صحة  تخصيص أزيد من 620.000 ألف جرعة لقاح ضد الحصبة في الوسط المدرسي https://t.co/lydMWtGRoQ,2017-11-26 18:49:57+00:00,APS_Algerie,0,0,,['صحة'],Neutral
31,Inflation The annual inflation rate is 6% until October 2017 ,#التضخم   معدل التضخم السنوي يصل 6 % إلى غاية أكتوبر 2017 https://t.co/4IllTGwzQe,2017-11-26 15:57:35+00:00,APS_Algerie,0,0,,['التضخم'],Neutral
32,LF2018: APN: the 2018 finance bill adopted by a majority  ,"#LF2018 : APN: le projet de Loi de finances 2018  adopté à la majorité
https://t.co/Y0WypMSoRW https://t.co/0JMIdbcb42",2017-11-26 14:45:13+00:00,APS_Algerie,0,0,,['LF2018'],Neutral
33,Finance _ Law _ Project _ National People's Assembly: Approval of the 2018 Finance Bill   2018 ,"#مشروع_قانون_المالية_   المجلس الشعبي الوطني: المصادقة على مشروع قانون المالية 2018
  2018 https://t.co/qNEtuq2tqo",2017-11-26 14:40:32+00:00,APS_Algerie,0,0,,['مشروع_قانون_المالية_'],Neutral
34,"Local elections: the FLN in the lead, followed by the RND Local  ","#Elections locales: le FLN en tête, suivi du RND
#Locales https://t.co/oTU60R9tDw https://t.co/BChSrSTUig",2017-11-24 19:11:09+00:00,APS_Algerie,0,0,,"['Elections', 'Locales']",Neutral
35," Localities_2017 The Algerian Popular Movement and the Future Front, two new competitors in the Municipal People s Councils ",#محليات_2017 الحركة الشعبية الجزائرية و جبهة المستقبل، منافسان جديدان في المجالس الشعبية البلدية https://t.co/ObtnrUZkga,2017-11-24 18:07:36+00:00,APS_Algerie,2,1,,['محليات_2017'],Neutral
36," Local_2017 The National Democratic Assembly expresses its ""satisfaction"" with the results obtained in the elections ","#محليات_2017  التجمع الوطني الديمقراطي يعبر عن ""ارتياحه"" للنتائج المحصل عليها في الانتخابات https://t.co/9GN9WnIgo1",2017-11-24 18:06:22+00:00,APS_Algerie,0,0,,['محليات_2017'],Neutral
37," Local_2017 Weld Abbas is relieved of the results of the National Liberation Front, which is still the first political force in the country ",#محليات_2017   ولد عباس مرتاح لنتائج جبهة التحرير الوطني التي لا تزال القوة السياسية الأولى في البلاد https://t.co/CfEBjhot5l,2017-11-24 18:04:57+00:00,APS_Algerie,0,0,,['محليات_2017'],Neutral
38,"FLN Djamel_Ould_Abbes According to the minutes, we obtained 638 APCs, the results announced remain preliminary.","#FLN #Djamel_Ould_Abbes Selon les PV, nous avons obtenu 638 APC, les résultats annoncés restent préliminaires.",2017-11-24 18:02:24+00:00,APS_Algerie,0,0,,"['FLN', 'Djamel_Ould_Abbes']",Neutral
39,"electionsLocales Djamel_Ould_Abbes ""We are satisfied with the results obtained. The FLN remains the first political force in the country. ","#electionsLocales #Djamel_Ould_Abbes ""Nous sommes satisfaits des résultats obtenus. Le #FLN reste la première force politique du pays. https://t.co/AJoKv8aeIG",2017-11-24 18:00:31+00:00,APS_Algerie,0,0,,"['electionsLocales', 'Djamel_Ould_Abbes', 'FLN']",Positive
40,"Local2017 Djamel Ould Abbas expresses his satisfaction with the preliminary results. ""According to the records, we obtained 638 municipalities across the entire national territory. The announced results remain preliminary. We are the first political force in the country"" ","#محليات2017 جمال ولد عباس يعبر عن ارتياحه للنتائج الأولية. ""حسب المحاضر تحصلنا على 638 بلدية بر كامل التراب الوطني النتائج المعلن عنها تبقى أولية .نحن أول قوة سياسة في البلاد"" https://t.co/LG7JYzleoC",2017-11-24 17:56:18+00:00,APS_Algerie,1,1,,['محليات2017'],Positive
41,"Locales2017 The FFS hails a victory for militant, young and popular lists ","#Locales2017 Le #FFS salue une victoire des listes militantes, jeunes et populaires https://t.co/phTaBOvS2z",2017-11-24 17:14:22+00:00,APS_Algerie,0,1,,"['Locales2017', 'FFS']",Positive
42,"Al-Afas appreciates his victory in the struggle, youth and popular lists (First National Secretary Muhammad Haj Gilani) ",#الأفافاس يثمن فوزه بقوائم نضالية و شبابية و شعبية (الأمين الوطني اللأول محمد حاج جيلاني) https://t.co/cOXWththJM,2017-11-24 17:09:23+00:00,APS_Algerie,0,1,,['الأفافاس'],Positive
43,"Locales2017 Ahmed_Ouyahia; We are satisfied with the results obtained, We have improved our score compared to the locals of 2012","#Locales2017 #Ahmed_Ouyahia ; Nous sommes satisfaits des résultats obtenus, Nous avons améliorés notre score par rapport aux locales de 2012",2017-11-24 16:56:12+00:00,APS_Algerie,0,1,,"['Locales2017', 'Ahmed_Ouyahia']",Positive
44," Localities 2017 Secretary-General  Ahmed_Ouyahia: We are satisfied with the results achieved by the party, as evidenced by the fact that we have doubled the results compared to previous benefits ",#محليات2017 الأمين العام #أحمد_اويحيى: نحن راضون بالنتائج التي حققها الحزب بدليل أننا ضاعفنا النتائج مقارنة بالإستحقاقات السابقة https://t.co/AMjD2Mo1ou,2017-11-24 16:54:35+00:00,APS_Algerie,1,1,,"['محليات2017', 'أحمد_اويحيى']",Positive
45,Final turnout now on  calameo,"Taux de participation final maintenant sur 
https://t.co/WJRXxB3kw4 #calameo",2017-11-24 16:22:32+00:00,APS_Algerie,0,1,,['calameo'],Neutral
46,Local elections 2017: National Voter Turnout now on  calameo,Local elections 2017: National Voter Turnout maintenant sur https://t.co/VI4Q7KW7Vr #calameo,2017-11-24 16:17:45+00:00,APS_Algerie,0,0,,['calameo'],Neutral
47,National participation rate locals_2017   calameo,"نسبة المشاركة الوطنية #محليات_2017 

https://t.co/yD9QdyhWQ9 #calameo",2017-11-24 16:00:09+00:00,APS_Algerie,0,0,,"['محليات_2017', 'calameo']",Neutral
48,Locales: the FLN comes first with 603 APC and 711 APW seats (Bedoui) Locals  ,"#Locales: le FLN arrive en tête avec 603 APC et 711 sièges APW (Bedoui)
#Locales https://t.co/R3hKprlf4g https://t.co/S5JCEzsZOr",2017-11-24 15:43:24+00:00,APS_Algerie,0,0,,"['Locales', 'Locales']",Neutral
49,Locales2017: turnout of 46.93 for APCs and 44.96 for APWs Local  ,"#Locales2017: taux de participation de 46,93 pour les APC et 44,96 pour les APW
#Locales https://t.co/H8aEIksciN https://t.co/28OUrOVcNt",2017-11-24 15:39:21+00:00,APS_Algerie,1,1,,"['Locales2017', 'Locales']",Neutral
50, Local_2017 The National Liberation Front party is at the forefront with 603 municipal councils and 711 seats in state councils ,#محليات_2017  حزب جبهة التحرير الوطني في المقدمة ب 603 مجلس بلدي و 711 مقعد في المجالس الولائية https://t.co/K63PdutXEx,2017-11-24 15:31:51+00:00,APS_Algerie,0,0,,['محليات_2017'],Neutral
51," Local_2017 The participation rate in the state people s council elections is 44.96 percent, and the participation rate in the municipal people s council elections is 46.93 percent ",#محليات_2017   نسبة المشاركة في انتخاب المجالس الشعبية الولائية 44.96 بالمائة و نسبة المشاركة في انتخاب المجالس الشعبية البلدية بالمائة 46.93 https://t.co/7wVRFYFoRH,2017-11-24 15:24:41+00:00,APS_Algerie,0,1,,['محليات_2017'],Neutral
52,Local Elections 2017: Participation rate of 44.96% for the APW and 46.93% for the APC (Bedoui),"#Elections locales2017: Taux de participation de 44,96% pour les APW et 46,93% pour les APC (Bedoui)",2017-11-24 15:13:10+00:00,APS_Algerie,0,1,,['Elections'],Neutral
53,"Egypt, the number of victims of the terrorist incident that targeted a mosque in Arish has risen to 184 dead and 125 injured ",#مصر   ارتفاع عدد ضحايا الحادث الإرهابي الذي استهدف مسجدا بالعريش إلى 184 قتيلا و 125 مصابا https://t.co/yfSzM0gWqa,2017-11-24 14:29:48+00:00,APS_Algerie,1,0,,['مصر'],Negative
54,Egypt 155 people were killed and 120 others injured in a terrorist attack targeting a mosque in Sinai ,#مصر   مقتل 155 شخصا و إصابة 120 آخرين في هجوم إرهابي استهدف مسجد في سيناء https://t.co/vsyTVnb42E,2017-11-24 14:18:13+00:00,APS_Algerie,0,0,,['مصر'],Negative
55,Terrorism 85 people were killed and 80 others injured in a terrorist attack targeting a mosque in Sinai ,#ارهاب   مقتل 85 شخصا و إصابة 80 آخرين في هجوم إرهابي استهدف مسجد في سيناء https://t.co/XM6Xxcl0Kx,2017-11-24 13:31:41+00:00,APS_Algerie,1,0,,['ارهاب'],Negative
56,"locales2017: the Minister of the Interior, Local Authorities and Regional Planning, Noureddine Bedoui, will host a press conference today at 3:00 p.m. ","#locales2017: le ministre de l'Intérieur, des Collectivités locales et de l'Aménagement du territoire, Noureddine Bedoui, animera une conférence de presse aujourd'hui à15h00 https://t.co/42vXYgoar3",2017-11-24 11:19:28+00:00,APS_Algerie,0,0,,['locales2017'],Neutral
57,"Local_2017 Minister of the Interior, Local Communities and Urban Planning Mr. Noureddine Badawi is holding a press conference at 15:00 in Algiers ",#محليات_2017ِ  وزير الداخلية والجماعات المحلية والتهيئة العمرانية السيد نور الدين بدوي ينشط ندوة صحفية على الساعة 15.00 بالجزائر العاصمة https://t.co/dphTzlLFkP,2017-11-24 11:09:11+00:00,APS_Algerie,1,1,,['محليات_2017ِ'],Neutral
58,"Locales2017 end of the voting operation, start of the counting of votes Local  ","#Locales2017 fin de l'opération de vote, début du dépouillement des voix
#Locales https://t.co/Zxtfac9NX8 https://t.co/UlLdtWnEVg",2017-11-23 20:22:46+00:00,APS_Algerie,0,0,,"['Locales2017', 'Locales']",Neutral
59, Localities_2017: The end of polling and the start of the counting of votes across the entire national territory ,#محليات_2017: انتهاء الاقتراع وانطلاق عملية فرز الأصوات عبر كامل التراب الوطني https://t.co/4ovf7AGKeb,2017-11-23 20:21:23+00:00,APS_Algerie,1,1,,['محليات_2017'],Neutral
60,electionsLocales: More than 500 referrals recorded since the start of the electoral operation (Derbal)  ,"#electionsLocales: Plus de 500 saisines enregistrées depuis le début de l'opération électorale (Derbal)   
https://t.co/6RbJJ4LZcj https://t.co/eINOLk7kAe",2017-11-23 19:12:15+00:00,APS_Algerie,0,0,,['electionsLocales'],Neutral
61,Locales Beginning of the counting operation in the wilayas not concerned by the extension of the ballot Local  ,"#Locales Début de l'opération dépouillement dans les wilayas non concernées par la prorogation du scrutin
#Locales https://t.co/aCDRrP4LxQ https://t.co/gEIrwaFP20",2017-11-23 19:06:31+00:00,APS_Algerie,0,0,,"['Locales', 'Locales']",Neutral
62,Local elections: Participation rate by Wilaya at 5:00 p.m. Local  ,"#Elections locales: Taux de participation par Wilaya à 17h00
#Locales https://t.co/ReuEkOvIkM https://t.co/u1g66BBLPH",2017-11-23 18:48:31+00:00,APS_Algerie,0,0,,"['Elections', 'Locales']",Neutral
63, Local_2017 Extending the voting period to 8:00 pm for 45 states ,#محليات_2017ِ  تمديد فترة التصويت إلى الساعة الثامنة مساءا بالنسبة ل 45 ولاية https://t.co/3hWyqCSnTB,2017-11-23 18:30:55+00:00,APS_Algerie,0,2,,['محليات_2017ِ'],Neutral
64,Bedoui: extension of the ballot until 8 p.m. in 44 wilayas Locales2017   ,"#Bedoui: prorogation du scrutin jusqu'à 20h00 dans 44 wilayas
#Locales2017ِ https://t.co/W5jqdoa3zz https://t.co/falri2Ld7y",2017-11-23 17:58:34+00:00,APS_Algerie,0,0,,"['Bedoui', 'Locales2017ِ']",Neutral
65,"Locales2017 voters continue to vote, turnout up Local  ","#Locales2017 les électeurs continuent de voter, le taux de participation en progression
#Locales https://t.co/rZxAgnvYhM https://t.co/F7x65Y9Fyn",2017-11-23 17:48:40+00:00,APS_Algerie,1,0,,"['Locales2017', 'Locales']",Neutral
66,Locales2017  turnout of 33.26% for APWs and 34.46% for APCs at 5 p.m. Locales  ,"#Locales2017ِ taux de participation de 33.26% pour les APW et de 34.46% pour les APC à 17h00
#Locales https://t.co/PN0aksFRTt https://t.co/SED2EkzHLs",2017-11-23 17:46:38+00:00,APS_Algerie,0,0,,"['Locales2017ِ', 'Locales']",Neutral
67, Local_2017 Extending the voting period until eight o clock in the evening for 44 states ,#محليات_2017    تمديد فترة التصويت إلى غاية الساعة الثامنة مساءا بالنسبة ل 44 ولاية https://t.co/IM21uXEvtM,2017-11-23 17:42:46+00:00,APS_Algerie,6,2,,['محليات_2017'],Neutral
68, Localities_2017: More than 500 notifications have been registered since the start of the electoral process ,#محليات_2017 : تسجيل أزيد من 500 إخطار منذ انطلاق العملية الانتخابية https://t.co/yqGlGRkj1C,2017-11-23 17:33:26+00:00,APS_Algerie,0,0,,['محليات_2017'],Neutral
69, Localities_2017 The participation rate at five o clock in the evening amounted to 33.26 percent for the state people s councils and 34.46 percent for the municipal people s councils ,#محليات_2017   نسبة المشاركة على الساعة الخامسة مساءا بلغت 33.26 بالمائة بالنسبة للمجالس الشعبية الولائية و 34.46 بالمائة بالنسبة للمجالس الشعبية البلدية https://t.co/gmjLLPMwMB,2017-11-23 17:24:38+00:00,APS_Algerie,0,0,,['محليات_2017'],Neutral
70,Locales2017 special program ,"#Locales2017 programme spécial
https://t.co/8tk5TyMGKE",2017-11-23 16:14:16+00:00,APS_Algerie,0,0,,['Locales2017'],Neutral
71,Election2017: Turnout by Wilaya at 2:00 p.m.  ,"#Election2017:  Taux de participation par Wilaya à 14h00 
https://t.co/CdFyr66Wsc https://t.co/2qNxqanTMz",2017-11-23 16:08:15+00:00,APS_Algerie,0,0,,['Election2017'],Neutral
72,Bedoui: the importance of citizens' votes to achieve future reforms underlined Locales2017  ,"#Bedoui: l’importance des suffrages des citoyens pour concrétiser les futures réformes soulignée
#Locales2017 https://t.co/CWc8G0ne7J https://t.co/57doXsEn5v",2017-11-23 15:52:03+00:00,APS_Algerie,1,0,,"['Bedoui', 'Locales2017']",Neutral
73,Locales2017 the elections are taking place in good conditions and some referrals have been recorded Locals  ,"#Locales2017 les élections se déroulent dans de bonnes conditions et enregistrement de quelques saisines
#Locales https://t.co/V3mZhzM6HC https://t.co/SN8vU9m0Jr",2017-11-23 15:08:59+00:00,APS_Algerie,1,0,,"['Locales2017', 'Locales']",Positive
74,Election2017: turnout of 19.10% for APWs and 19.76% for APCs at 2:00 p.m. (Bedoui)  ,"#Election2017:  taux de participation de 19,10% pour les APW et de 19,76% pour les APC à 14h00 (Bedoui)
https://t.co/QFvKXGT5jo https://t.co/8o0fjNHuJk",2017-11-23 14:37:08+00:00,APS_Algerie,0,0,,['Election2017'],Neutral
75, Local_2017 The participation rate at two o clock in the afternoon was 19.10 percent for the state people s councils and 19.76 percent for the municipal people s councils ,#محليات_2017  نسبة المشاركة على الساعة الثانية زوالا بلغت 19.10 بالمائة بالنسبة للمجالس الشعبية الولائية و 19.76 بالمائة بالنسبة للمجالس الشعبية البلدية https://t.co/8b1tGdJuwD,2017-11-23 14:16:28+00:00,APS_Algerie,1,1,,['محليات_2017'],Neutral
76,locales2017 President Bouteflika fulfills his electoral duty ,"#locales2017 le Président Bouteflika accomplit son devoir électoral
https://t.co/zMjIy2iLso",2017-11-23 13:51:36+00:00,APS_Algerie,1,0,,['locales2017'],Neutral
77,Local_2017 Participation rate according to states at 11 pm   calameo,"#محليات_2017 نسبة المشاركة حسب الولايات على الساعة 11 زوالا
 https://t.co/APZ1Ux8l7d #calameo",2017-11-23 13:36:26+00:00,APS_Algerie,0,0,,"['محليات_2017', 'calameo']",Neutral
78,"Locales2017 the electoral operation ""constantly improving"" Local  ","#Locales2017 l'opération électorale ""en constante amélioration""
#Locales https://t.co/zTgZN2CGG8 https://t.co/jYfbY3qBCo",2017-11-23 13:30:05+00:00,APS_Algerie,0,1,,"['Locales2017', 'Locales']",Neutral
79,"Locales Voters start voting, turnout at 11 a.m. higher than 2012 Locals  ","#Locales Les électeurs commencent à voter, taux de participation à 11h supérieur à celui de 2012
#Locales https://t.co/RI5B5KkktK https://t.co/9uEB0Rkwrj",2017-11-23 13:11:09+00:00,APS_Algerie,0,0,,"['Locales', 'Locales']",Neutral
80,Local Participation rate by wilayas at 11:00 a.m.  ,"#Locales Taux de participation par wilayas à 11h00

https://t.co/waqfAKDhcn",2017-11-23 13:05:55+00:00,APS_Algerie,1,0,,['Locales'],Neutral
81,"Local_2017 A ""sensible turnout"" of citizens at the polling stations during the first hours of polling  ","#محليات_2017  ""إقبال محسوس"" للمواطنين على مكاتب التصويت خلال الساعات الأولى من الاقتراع 

https://t.co/1SXHlsXV3a",2017-11-23 12:58:22+00:00,APS_Algerie,0,0,,['محليات_2017'],Neutral
82,locales2017 participation rate ,"#locales2017 taux de participation
https://t.co/MofDqXaReX",2017-11-23 12:39:28+00:00,APS_Algerie,0,0,,['locales2017'],Neutral
83,"Local_2017 Participation rate in the localities of November 23, 2017 at 11:00 a.m. ","#محليات_2017  نسبة المشاركة في محليات 23 نوفمبر 2017 على الساعة 11
https://t.co/MofDqXaReX",2017-11-23 12:39:22+00:00,APS_Algerie,0,0,,['محليات_2017'],Neutral
84,electionsLocales: Locales 2017: turnout is 6.80% for APWs and 7.05% for APCs at 11 a.m. (Bedoui)  ,"#electionsLocales: Locales 2017: les taux de participation est de 6,80% pour les APW et de 7,05% pour les APC à 11h00 (Bedoui)
https://t.co/AVrllfevCV https://t.co/DLFX6Sb27m",2017-11-23 12:28:03+00:00,APS_Algerie,1,2,,['electionsLocales'],Neutral
85,locales2017 statement by Derbal  ,"#locales2017 déclaration de Derbal
 https://t.co/23hk6F7m7V",2017-11-23 12:25:45+00:00,APS_Algerie,0,0,,['locales2017'],Neutral
